,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicShare,,0.030,,,,,,,,,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerDilutedShare,,0.030,,,,,,,,,,
IncomeTaxExpenseBenefit,164000.000,87000.000,819000.000,202000.000,-86000.000,41000.000,-21053000.000,1499000.000,174000.000,635000.000,1108000.000,11000.000
IncomeTaxesPaid,362000.000,,,,18000.000,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,114000.000,,,-216000.000
IncreaseDecreaseInAccountsPayable,-2740000.000,,,,7479000.000,,,,2588000.000,,,-6892000.000
IncreaseDecreaseInAccountsReceivable,-1075000.000,,,,2412000.000,,,,2192000.000,,,-6229000.000
IncreaseDecreaseInAccruedLiabilities,-2154000.000,,,,4572000.000,,,,-701000.000,,,-1872000.000
IncreaseDecreaseInIncomeTaxesReceivable,-577000.000,,,,-47000.000,,,,,,,
IncreaseDecreaseInInventories,-1144000.000,,,,208000.000,,,,-2414000.000,,,4504000.000
IncreaseDecreaseInOtherOperatingAssets,367000.000,,,,302000.000,,,,5240000.000,,,15000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,453000.000,,,,530000.000,,,,853000.000,,,1973000.000
IncreaseDecreaseInPrepaidTaxes,,,,,,,,,-54000.000,,,2456000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,7488.000,,,74000.000,69000.000,77000.000,80000.000
InterestExpense,1117000.000,1130000.000,1174000.000,1150000.000,1224000.000,1198000.000,1143000.000,1202000.000,1656000.000,917000.000,739000.000,793000.000
InterestPaid,950000.000,,,,-1215000.000,,,,817000.000,,,519000.000
LineOfCreditFacilityInterestRateDuringPeriod,,,,,,,,,0.047,,,
NetCashProvidedByUsedInFinancingActivities,320000.000,,,,-14703000.000,,,,663000.000,,,-40167000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,320000.000,,,,-14703000.000,,,,663000.000,,,-40167000.000
NetCashProvidedByUsedInInvestingActivities,-195000.000,,,,-564000.000,,,,-351000.000,,,77160000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-195000.000,,,,-564000.000,,,,-351000.000,,,77160000.000
NetCashProvidedByUsedInOperatingActivities,46000.000,,,,10836000.000,,,,-744000.000,,,-6193000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,46000.000,,,,10836000.000,,,,-744000.000,,,-6193000.000
NetIncomeLoss,263000.000,554000.000,1825000.000,-2461000.000,-137000.000,65000.000,-55503000.000,719000.000,279000.000,1098000.000,1911000.000,11946000.000
OperatingIncomeLoss,1544000.000,1331000.000,3818000.000,-1124000.000,1001000.000,1304000.000,-75413000.000,3420000.000,2109000.000,2650000.000,3758000.000,793000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,279000.000,1098000.000,1911000.000,11946000.000
PaymentsToAcquirePropertyPlantAndEquipment,198000.000,,,,564000.000,,,,511000.000,,,1264000.000
ProceedsFromDivestitureOfBusinesses,,,,,,,,,,,,78424000.000
ProceedsFromOtherDebt,12202000.000,,,,1100000.000,,,,29763000.000,,,115684000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,3000.000,,,,,,,,160000.000,,,
ProceedsFromStockOptionsExercised,20000.000,,,,,,,,,,,
ProvisionForDoubtfulAccounts,3000.000,,,,3000.000,,,,,,,-99000.000
RepaymentsOfLongTermCapitalLeaseObligations,24000.000,,,,33000.000,,,,43000.000,,,55000.000
RepaymentsOfOtherDebt,11878000.000,,,,15770000.000,,,,29057000.000,,,155796000.000
Revenues,106473000.000,109655000.000,112969000.000,108224000.000,112237000.000,112100000.000,109399000.000,107857000.000,107241000.000,108263000.000,109967000.000,71933000.000
SalesRevenueNet,106473000.000,109655000.000,112969000.000,108224000.000,112237000.000,112100000.000,109399000.000,107857000.000,107241000.000,108263000.000,109967000.000,71933000.000
SellingGeneralAndAdministrativeExpense,15428000.000,15355000.000,13327000.000,15262000.000,15944000.000,16166000.000,15899000.000,16268000.000,15612000.000,15956000.000,16484000.000,12694000.000
ShareBasedCompensation,190000.000,,,,177000.000,,,,243000.000,,,179000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,-85125.000,,,,112750.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,,,5.960,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,0.017,0.016,,0.009,0.015,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,,,,,0.634,0.602,,0.625,0.650,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,0.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,,,407500.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,-102187.000,,,,,,,16500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,2.000,1.400,,4.560,3.660,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,,10.810,,,12.280
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,8.500,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,3.610,,,8.390,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,,,0.000
StockIssuedDuringPeriodValueStockOptionsExercised,20000.000,,,,,,,,,,,
TaxBenefitFromStockOptionsExercised,20000.000,,,,,,,,,,,
TaxEffectOfExtraordinaryItem,0.000,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,16390628.000,16398116.000,16391000.000,-32788744.000,16465000.000,16460000.000,16468000.000,16471000.000
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,,,,,1312503.000,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,16390628.000,16390628.000,16391000.000,-32781256.000,16391000.000,16391000.000,16391000.000,16391000.000
