,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,-3553.000,,,,4612.000,,,,16485.000,,,
ProceedsFromSaleOfTreasuryStock,,,,,,,,,50000.000,,,,,,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,,,,,,,,15000.000,,15000.000,15000.000,15000.000,
RepaymentsOfConvertibleDebt,,,,,,,,,-22700.000,,,,,,,
RepaymentsOfOtherLongTermDebt,,,,,,,,,-11993.000,,,,,,,
Revenues,17554.000,15686.000,15257.000,229757.000,14331.000,105269.000,6195.000,135940.000,48410.000,7791.000,5538.000,114333.000,3766.000,,752.000,
SalariesWagesAndOfficersCompensation,,,,,,5000.000,5000.000,,5000.000,,,,5000.000,,,
SalesRevenueNet,17554.000,15686.000,15257.000,229757.000,14331.000,105269.000,6195.000,135940.000,48410.000,7791.000,5538.000,114333.000,3766.000,,752.000,
StockIssuedDuringPeriodSharesIssuedForCash,,,,,,,,,5000000.000,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,9866665.000,9866665.000,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,98666650.000,100839204.000,108416650.000,-203378936.000,104543568.000,127482504.000,127482504.000,-233966934.000,127482504.000,127482504.000,127482504.000,-254965008.000
WeightedAverageNumberOfSharesOutstandingBasic,,9866665.000,9866665.000,,,,,,,,,,,,,
