,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
LiabilitiesNoncurrent,16461000.000,16139000.000,15818000.000,15496000.000,15174000.000,14852000.000,14530000.000,14208000.000,13886000.000,13564000.000,13242000.000,12920000.000,16928000.000,17019000.000,17494000.000
LongTermDebt,,,0.000,,,,,,,,,,2200000.000,2063000.000,1925000.000
LongTermDebtCurrent,741000.000,0.000,0.000,,,,,,,,,,550000.000,550000.000,550000.000
LongTermDebtNoncurrent,,,0.000,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,987000.000,,,,740000.000,,,,668000.000,,,,507000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,355000.000,,,,388000.000,,,,394000.000,,,,267000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,0.000,,,,0.000,,,,0.000,,,,10000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,80000.000,,,,0.000,,,,26000.000,,,,41000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,226000.000,,,,87000.000,,,,75000.000,,,,67000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,326000.000,,,,265000.000,,,,173000.000,,,,122000.000
OtherAccruedLiabilitiesCurrent,,,1981000.000,,,,2193000.000,,,,832000.000,,,,959000.000
OtherFiniteLivedIntangibleAssetsGross,,,,,17802000.000,17985000.000,,,,,,,,,
OtherIntangibleAssetsNet,,,,,12254000.000,12250000.000,,,,,,,,,
PrepaidExpenseCurrent,1199000.000,1117000.000,825000.000,1070000.000,1157000.000,1148000.000,996000.000,1381000.000,1399000.000,1601000.000,1223000.000,1184000.000,1075000.000,1572000.000,1390000.000
ProductWarrantyAccrualClassifiedCurrent,,,15000.000,,,,15000.000,,,,,,,,
PropertyPlantAndEquipmentGross,,,17123000.000,17229000.000,17649000.000,17575000.000,18102000.000,18467000.000,18884000.000,18922000.000,19105000.000,19267000.000,21341000.000,22052000.000,22387000.000
PropertyPlantAndEquipmentNet,8961000.000,9215000.000,9239000.000,9040000.000,8998000.000,8780000.000,8962000.000,8998000.000,9126000.000,8915000.000,8785000.000,8640000.000,10337000.000,10594000.000,10519000.000
RestructuringAndRelatedCostCostIncurredToDate1,,,,,,,,,,,682000.000,744000.000,1401000.000,1401000.000,1401000.000
RestructuringAndRelatedCostExpectedCost1,,,,,,,,,,,1164000.000,1164000.000,1401000.000,1401000.000,1401000.000
RestructuringReserve,,,,,,,,,241000.000,177000.000,112000.000,48000.000,126000.000,,0.000
RetainedEarningsAccumulatedDeficit,27590000.000,28597000.000,30538000.000,31890000.000,30507000.000,31656000.000,33097000.000,34031000.000,33806000.000,34749000.000,36160000.000,36927000.000,37880000.000,39108000.000,40638000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,2500000.000,273000.000,,393000.000,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,449099.000,,,,514451.000,,,,582299.000,,,,624455.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,679745.000,,,,747662.000,,,,815162.000,,,,1088540.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,830000.000,248000.000,,375000.000,,,,,,,
StockholdersEquity,53497000.000,54951000.000,56478000.000,58143000.000,57317000.000,58463000.000,60152000.000,61445000.000,61667000.000,62853000.000,64424000.000,64849000.000,64691000.000,66557000.000,68442000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,53497000.000,54951000.000,56478000.000,58143000.000,57317000.000,58463000.000,60152000.000,61445000.000,61667000.000,62853000.000,64424000.000,64849000.000,64691000.000,66557000.000,68442000.000
