,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03
CommonStockSharesAuthorized,220000000.000,220000000.000,220000000.000,220000000.000,220000000.000,220000000.000,220000000.000,220000000.000,100.000,100.000,100.000,100.000
CommonStockSharesIssued,118294503.000,118284809.000,118265885.000,118420253.000,118414920.000,118414727.000,118414727.000,118417069.000,100.000,100.000,100.000,100.000
CommonStockSharesOutstanding,118294503.000,118284809.000,118265885.000,118420253.000,118414920.000,118414727.000,118414727.000,118417069.000,100.000,100.000,100.000,100.000
CommonStockValue,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,,,,
CreditAndDebitCardReceivablesAtCarryingValue,,,,,,,22000000.000,,,,25000000.000,
DebtInstrumentCarryingAmount,,,,,,,3033000000.000,,,,2888000000.000,
DebtInstrumentUnamortizedDiscount,,,,,,,4000000.000,,,,3000000.000,
DebtInstrumentUnamortizedPremium,,,,,,,12000000.000,,,,9000000.000,
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,,,,,,,21000000.000,,
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,,,,,,,,,,28000000.000,,
DeferredFinanceCostsGross,,,,,,,100000000.000,,,,91000000.000,
DeferredFinanceCostsNet,,,,,,,,,,,37000000.000,
DeferredFinanceCostsNoncurrentNet,62000000.000,58000000.000,59000000.000,55000000.000,51000000.000,53000000.000,46000000.000,42000000.000,40000000.000,38000000.000,37000000.000,36000000.000
DeferredRevenue,,,,,,,8000000.000,,,,9000000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,44000000.000,,,,64000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,33000000.000,,,,38000000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,11000000.000,,,,26000000.000,
DeferredTaxAssetsNetCurrent,56000000.000,56000000.000,42000000.000,42000000.000,42000000.000,42000000.000,37000000.000,37000000.000,37000000.000,38000000.000,39000000.000,37000000.000
DeferredTaxAssetsNetNoncurrent,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,13000000.000,13000000.000,13000000.000,29000000.000,28000000.000,22000000.000
DeferredTaxAssetsValuationAllowance,,,,,,,10000000.000,,,,9000000.000,
DeferredTaxLiabilitiesCurrent,,,1000000.000,1000000.000,1000000.000,1000000.000,4000000.000,4000000.000,4000000.000,4000000.000,1000000.000,
DeferredTaxLiabilitiesNoncurrent,4000000.000,4000000.000,11000000.000,11000000.000,11000000.000,11000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,1000000.000
DueFromRelatedPartiesCurrent,,,,,,,,,,1000000.000,2000000.000,
DueFromRelatedPartiesNoncurrent,,,,,,,,,,5000000.000,8000000.000,5000000.000
DueToRelatedPartiesCurrent,,,,,,,,,,,30000000.000,
EmployeeRelatedLiabilitiesCurrent,,,,,,,94000000.000,,,,103000000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,10000000.000,,,,24000000.000,
Goodwill,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,94000000.000,94000000.000,94000000.000,94000000.000,94000000.000,94000000.000
IncomeTaxesReceivable,27000000.000,12000000.000,1000000.000,5000000.000,27000000.000,17000000.000,3000000.000,8000000.000,34000000.000,20000000.000,2000000.000,8000000.000
InterestPayableCurrent,,,,,,,33000000.000,,,,25000000.000,
InventoryNet,897000000.000,1019000000.000,840000000.000,874000000.000,922000000.000,1076000000.000,865000000.000,842000000.000,905000000.000,1119000000.000,901000000.000,930000000.000
Liabilities,4192000000.000,4352000000.000,4296000000.000,4283000000.000,4092000000.000,4272000000.000,3800000000.000,3733000000.000,3835000000.000,4037000000.000,3802000000.000,3649000000.000
LiabilitiesAndStockholdersEquity,1577000000.000,1770000000.000,1822000000.000,1865000000.000,1686000000.000,1901000000.000,1541000000.000,1519000000.000,1622000000.000,1866000000.000,1801000000.000,1704000000.000
LiabilitiesCurrent,726000000.000,895000000.000,837000000.000,824000000.000,632000000.000,987000000.000,824000000.000,765000000.000,870000000.000,1043000000.000,834000000.000,691000000.000
LiabilitiesNoncurrent,3466000000.000,3457000000.000,3459000000.000,3459000000.000,3460000000.000,3285000000.000,2976000000.000,2968000000.000,2965000000.000,2994000000.000,2968000000.000,2958000000.000
LongTermDebt,,,,,3364000000.000,3368000000.000,3041000000.000,3085000000.000,3120000000.000,3081000000.000,2894000000.000,2889000000.000
LongTermDebtCurrent,140000000.000,135000000.000,127000000.000,127000000.000,1000000.000,180000000.000,150000000.000,198000000.000,238000000.000,203000000.000,16000000.000,16000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,2562000000.000,,,,260000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,150000000.000,,,,16000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,16000000.000,,,,2562000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,272000000.000,,,,17000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,17000000.000,,,,17000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,16000000.000,,,,16000000.000,
LongTermDebtNoncurrent,3387000000.000,3376000000.000,3363000000.000,3363000000.000,3363000000.000,3188000000.000,2891000000.000,2887000000.000,2882000000.000,2878000000.000,2878000000.000,2873000000.000
LossContingencyEstimateOfPossibleLoss,,,,,17000000.000,15000000.000,14000000.000,14000000.000,10000000.000,6000000.000,9000000.000,9000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,1731000.000,,,,1794000000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,377000.000,,,,390000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,165000.000,,,,181000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,221000.000,,,,236000000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,272000.000,,,,294000000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,330000.000,,,,343000000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,366000.000,,,,350000000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,85000000.000,,,,89000000.000,
OtherAssetsCurrent,,,,,158000000.000,150000000.000,126000000.000,130000000.000,167000000.000,157000000.000,136000000.000,140000000.000
OtherAssetsNoncurrent,6000000.000,5000000.000,4000000.000,4000000.000,3000000.000,4000000.000,3000000.000,2000000.000,5000000.000,2000000.000,3000000.000,3000000.000
OtherLiabilitiesCurrent,,,,,3000000.000,9000000.000,44000000.000,35000000.000,5000000.000,10000000.000,43000000.000,47000000.000
OtherLiabilitiesNoncurrent,75000000.000,77000000.000,85000000.000,85000000.000,86000000.000,86000000.000,83000000.000,79000000.000,81000000.000,86000000.000,88000000.000,84000000.000
PrepaidExpenseAndOtherAssetsCurrent,79000000.000,80000000.000,80000000.000,77000000.000,89000000.000,91000000.000,86000000.000,85000000.000,96000000.000,99000000.000,95000000.000,95000000.000
PropertyPlantAndEquipmentGross,1376000000.000,1402000000.000,1391000000.000,1405000000.000,1438000000.000,1478000000.000,1502000000.000,1527000000.000,1542000000.000,1570000000.000,1600000000.000,1628000000.000
PropertyPlantAndEquipmentNet,310000000.000,316000000.000,312000000.000,310000000.000,326000000.000,344000000.000,338000000.000,341000000.000,347000000.000,353000000.000,358000000.000,362000000.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,4000000.000,6000000.000,,
RestructuringReserve,,,,,,,8000000.000,,,,5000000.000,
RetainedEarningsAccumulatedDeficit,-2679000000.000,-2647000000.000,-2540000000.000,-2487000000.000,-2474000000.000,-2438000000.000,-2326000000.000,-2279000000.000,-2277000000.000,-2238000000.000,-2125000000.000,-2069000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsTotalShareBasedLiabilitiesPaid,,,,,,,,,,,19000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,14200000.000,,,,14200000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,4100000.000,,,,2100000.000,
StockholdersEquity,,-2582000000.000,-2474000000.000,-2418000000.000,-2406000000.000,-2371000000.000,-2259000000.000,-2214000000.000,-2213000000.000,-2171000000.000,-2001000000.000,-1945000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2615000000.000,-2582000000.000,-2474000000.000,-2418000000.000,-2406000000.000,-2371000000.000,-2259000000.000,-2214000000.000,-2213000000.000,-2171000000.000,-2001000000.000,-1945000000.000
UnrecognizedTaxBenefits,,,,,,,7000000.000,,,,12000000.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,2000000.000,,,,2000000.000,
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,,,,,7000000.000,,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,,6000000.000,,,,6000000.000,
