,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
ResearchAndDevelopmentArrangementContractToPerformForOthersCompensationEarned,3173000.000,2023000.000,2930000.000,3363000.000,3505000.000,2923000.000,1270000.000,975000.000,1983000.000,1192000.000,963000.000,2421000.000
ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross,,,,4510000.000,4065000.000,,,,,,,
ResearchAndDevelopmentExpense,1267000.000,1614000.000,4197000.000,3980000.000,3493000.000,4784000.000,4457000.000,5593000.000,5516000.000,6121000.000,5998000.000,7530000.000
Revenues,10717000.000,10183000.000,9766000.000,11291000.000,10598000.000,9266000.000,7537000.000,6962000.000,10606000.000,7918000.000,6968000.000,7345000.000
SalesRevenueGoodsNet,7240000.000,7856000.000,6539000.000,7632000.000,6296000.000,6047000.000,5972000.000,5694000.000,7264000.000,6432000.000,5738000.000,4657000.000
SalesRevenueNet,10717000.000,10183000.000,9766000.000,11291000.000,10598000.000,9266000.000,7537000.000,6962000.000,10606000.000,7918000.000,6968000.000,7345000.000
ShareBasedCompensation,,,688000.000,,,,778000.000,,,,870000.000,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,,,298000.000,,,,268000.000,,,,226000.000,
StockIssuedDuringPeriodValueStockOptionsExercised,,,9000.000,,,,9000.000,,,,222000.000,
UndistributedEarningsAllocatedToParticipatingSecurities,2420000.000,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,5930309.000,,,18071320.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,17624327.000,18034689.000,,18116021.000,,22188332.000,22255365.000,22321581.000,-44482679.000,22453172.000,26487493.000
WeightedAverageNumberOfSharesOutstandingBasic,2232300.000,,,18071320.000,,,,,,,,
