,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
InvestmentIncomeInterest,116.000,77.000,-14.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,1048630.000,,290481.000,,,,54136.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1048630.000,,290481.000,,,,54136.000,
NetCashProvidedByUsedInOperatingActivities,,,-969560.000,,-390990.000,,,,-166866.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-969560.000,,-390990.000,,,,-166866.000,
NetIncomeLoss,,,-194675.000,,-430765.000,-496003.000,-717921.000,-796604.000,-362446.000,-72750.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,-34460.000,-5919.000,-10552.000,-13461.000,-17368.000,-12115.000
OperatingExpenses,147878.000,178746.000,193863.000,300417.000,649543.000,588786.000,566135.000,641827.000,591757.000,506035.000
OperatingIncomeLoss,,,,,-454674.000,-468258.000,-447301.000,-844800.000,-359500.000,-64701.000
OtherIncome,727.000,248.000,-283.000,,,,,,,
OtherSalesRevenueNet,-1380493.000,-1129737.000,-883785.000,,,,,,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,-300810.000,,,,,,,
PreferredStockDividendRatePercentage,,,,,,,,,0.020,
ProceedsFromIssuanceOfCommonStock,,,,,184759.000,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,75000.000,,400000.000,,,
ProceedsFromMinorityShareholders,,,103951.000,,-17643.000,,,,,
ProceedsFromNotesPayable,,,,,-33854.000,,,,115925.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,2219.000,,,,,
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,,,638810.000,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,,-165865.000,
ProceedsFromRepaymentsOfOtherDebt,,,,,,,,,14357.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,80000.000,,,,89719.000,
ProfessionalFees,19698.000,40558.000,27449.000,105859.000,79811.000,70313.000,24410.000,43548.000,68150.000,36946.000
ProfitLoss,-59051.000,-77735.000,-187345.000,-1075298.000,-465225.000,-501922.000,-728473.000,-810065.000,-379814.000,-84865.000
Revenues,1502572.000,1263203.000,917250.000,,194869.000,154089.000,118851.000,86372.000,262015.000,477842.000
SalariesAndWages,62173.000,61709.000,95655.000,77759.000,333131.000,363152.000,369235.000,387068.000,330715.000,311361.000
SalesRevenueNet,1501845.000,1262955.000,917533.000,,194869.000,154089.000,118851.000,86372.000,262015.000,477842.000
StockIssued1,,,,,,,,,1116728.000,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,1116728.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,60052441.000,60652099.000,61237243.000,-120939916.000,63645330.000,63645330.000
