,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2015-03-31,2015-06-30,2015-09-30
DepreciationDepletionAndAmortization,,,17196.000,,23898.000,,21897.000,22351.000,22764.000,1753.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,5000.000,0.000,0.000,1498327.000,0.000,-380000.000,,0.000,0.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,0.000,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,0.000,-922517.000,0.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,0.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.040,0.170,-0.060,0.060,-0.260,-1.170,-0.380,-0.340,-0.010,,,
GainLossOnSaleOfOtherAssets,0.000,3513824.000,-12738.000,-55272.000,-203992.000,,0.000,-38546.000,0.000,971.000,,
GainLossRelatedToLitigationSettlement,0.000,0.000,,,,,,7500.000,0.000,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,,,,,971.000,,0.000
ImpairmentOfOilAndGasProperties,,,,,,,,,,20000.000,,0.000
IncomeLossAttributableToNoncontrollingInterest,,,,,-27143.000,,-214079.000,-28246.000,-37000.000,,,
IncomeLossFromContinuingOperations,,,,,-390600.000,,-644204.000,-646199.000,-28584.000,,,-289130.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-565725.000,2614715.000,-613139.000,-1009948.000,-414403.000,-814630.000,-856276.000,-670332.000,-62749.000,,-278858.000,-289130.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,-289130.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-573481.000,2481367.000,-572941.000,-1023588.000,-417743.000,-830133.000,-858283.000,-674445.000,-65584.000,-1175932.000,-278858.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.040,0.170,0.000,-0.080,-0.260,-1.220,-0.380,-0.340,-0.010,-0.470,-0.110,-0.110
IncomeLossFromDiscontinuedOperationsNetOfTax,,,922517.000,,0.000,,0.000,0.000,0.000,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000,-0.060,0.140,0.000,0.050,0.000,0.000,0.000,,,0.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,-1175932.000,,
IncomeTaxExpenseBenefit,7756.000,133348.000,-40198.000,13640.000,3340.000,15503.000,2007.000,4113.000,2835.000,,,0.000
IncomeTaxesPaid,,,0.000,,,,149.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,27884.000,,,,-652340.000,,,-190655.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,131100.000,,,-141786.000,,
IncreaseDecreaseInAccountsReceivable,,,173345.000,,,,672147.000,,,,,
IncreaseDecreaseInInventories,,,-225043.000,,,,12068.000,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,0.000,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-16710.000,,,,20651.000,,,3988.000,,
InterestAndFeeIncomeLoansAndLeases,,,,,20479.000,,20363.000,30195.000,1524.000,,,
InterestExpense,124999.000,105767.000,59008.000,58504.000,56808.000,71910.000,64261.000,59538.000,62160.000,22535.000,23040.000,19723.000
InterestIncomeExpenseNet,,,,,,,,,,,,19723.000
InterestIncomeOther,,,,18890.000,,,,,,,4302.000,
InterestPaid,,,56725.000,,,,64697.000,,,2308.000,,
InvestmentIncomeInterest,,,,,,,,,,,,1152.000
InvestmentIncomeInterestAndDividend,8101.000,1553.000,377.000,19057.000,21068.000,20489.000,20526.000,30248.000,1561.000,4299.000,8072.000,1152.000
LitigationSettlementExpense,,,,,,,,0.000,0.000,,,
NetCashProvidedByUsedInContinuingOperations,,,,,,,173409.000,,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,,81679.000,,,,0.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,320959.000,,,,-235932.000,,,-288114.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,320959.000,,,,-235932.000,,,-288114.000,,
NetCashProvidedByUsedInInvestingActivities,,,285898.000,,,,766627.000,,,3366957.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,285898.000,,,,766627.000,,,3366957.000,,
NetCashProvidedByUsedInOperatingActivities,,,-656645.000,,,,-357286.000,,,-1159439.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-656645.000,,,,-357286.000,,,-1159439.000,,
NetIncomeLoss,-545951.000,2486228.000,-965901.000,308545.000,-390600.000,-1082310.000,-644204.000,-646199.000,-28584.000,-1143178.000,-259026.000,-268777.000
NetIncomeLossAttributableToNoncontrollingInterest,-22530.000,-4861.000,-529557.000,166194.000,,,,,,-32754.000,-19832.000,-20353.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,,,,,,,230000.000,,
NonoperatingIncomeExpense,-172451.000,-404309.000,29846.000,-154350.000,,,,,,-300300.000,-47611.000,-43515.000
NotesIssued1,,,0.000,,,,,,,,,
OperatingExpenses,5399303.000,7841782.000,1783661.000,1779353.000,3207298.000,3429527.000,2379028.000,1622562.000,2831750.000,,,247341.000
OperatingIncomeLoss,-393274.000,3019024.000,-642985.000,-855598.000,-289598.000,-759042.000,-861425.000,-643962.000,-136467.000,-872632.000,-231247.000,-245615.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,6500.000,-11050.000,-2340.000,7540.000,0.000,52000.000,52000.000,26000.000,-13000.000,-58050.000,-3250.000,650.000
OtherIncome,,,,,,,0.000,0.000,20023.000,,,
OtherNonoperatingIncome,29932.000,-55200.000,18331.000,218.000,-49282.000,20136.000,,,,8676.000,7467.000,15136.000
OtherNonrecurringIncomeExpense,,,,,-124805.000,,5149.000,-26370.000,73718.000,,,
OtherOperatingIncomeExpenseNet,,,,,-124805.000,,5149.000,-26370.000,73718.000,-303300.000,-47611.000,
PaymentsForRepurchaseOfCommonStock,,,4023.000,,,,10530.000,,,6990.000,,
PaymentsToAcquireIntangibleAssets,,,10949.000,,,,3360.000,,,,,
PaymentsToAcquireMarketableSecurities,,,,,,,,,,305590.000,,
PaymentsToAcquireOilAndGasProperty,,,,,,,50000.000,,,,,
PaymentsToAcquireProductiveAssets,,,,,,,,,,,240000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,3510.000,,,,0.000,,,,,
PaymentsToAcquireShortTermInvestments,,,50000.000,,,,0.000,,,,,
PaymentsToAcquireTradingSecuritiesHeldforinvestment,,,,,,,62358.000,,,,,
PaymentsToFundLongtermLoansToRelatedParties,,,4196.000,,,,10026.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,,,,,
ProceedsFromOtherEquity,,,,,,,7500.000,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,37786.000,,
ProceedsFromRepaymentsOfBankOverdrafts,,,24823.000,,,,-80598.000,,,,,
ProceedsFromRepaymentsOfShortTermDebt,,,363500.000,,,,20500.000,,,,,
ProceedsFromSaleAndCollectionOfNotesReceivable,,,10155.000,,,,806369.000,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,,87976.000,,,9332.000,,
ProceedsFromSaleOfNotesReceivable,,,,,,,,,,2000715.000,,
ProceedsFromSaleOfRealEstateHeldforinvestment,,,340202.000,,,,0.000,,,1662500.000,,
ProceedsFromSaleOfTradingSecuritiesHeldforinvestment,,,0.000,,,,,,,,,
ProfitLoss,-568481.000,2481367.000,-1495458.000,474739.000,-417743.000,-1210133.000,-858283.000,-674445.000,-65584.000,-1175932.000,-278858.000,-289130.000
RepaymentsOfLongTermDebt,,,73840.000,,,,162778.000,,,318910.000,,
Revenues,5006029.000,7346982.000,1153414.000,979027.000,3121692.000,,1517603.000,1017146.000,2695283.000,1575.000,2435.000,1726.000
SalesRevenueNet,5006029.000,7346982.000,1153414.000,979027.000,3121692.000,,1517603.000,1017146.000,2675260.000,1575.000,2435.000,1726.000
SellingGeneralAndAdministrativeExpense,2400085.000,-3380699.000,-982845.000,-1079870.000,824304.000,5354375.000,1261029.000,845820.000,736802.000,851477.000,231102.000,245583.000
ShareBasedCompensation,,,0.000,,,,342880.000,,,38400.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,20000.000,,342880.000,0.000,0.000,,,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,,,,,242590.000,,
StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,,,243.000,,
StockRepurchasedDuringPeriodShares,,,,,,,,,,6607.000,,
StockRepurchasedDuringPeriodValue,,,,,,,,,,6990.000,,
TradingSecuritiesRealizedGainLoss,-401655.000,-534320.000,0.000,12764.000,30233.000,-1550.000,108674.000,23953.000,67679.000,-119202.000,-48668.000,-67878.000
TradingSecuritiesUnrealizedHoldingGain,,,,,,,,,,,8558.000,
TradingSecuritiesUnrealizedHoldingGainLoss,316170.000,289425.000,70146.000,-78604.000,4384.000,-2153.000,-59790.000,-28533.000,46615.000,-174538.000,8558.000,27798.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,15332114.000,1483851.000,,1712115.000,1914257.000,1912927.000,2456642.000,2424279.000,2412965.000
