,2012-07-31,2013-01-31,2013-07-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
OperatingExpenses,,,,,,,,35320.000,414960.000,395274.000,3759719.000,110044.000,80730.000,53735.000,-507361.000,-25752.000,13493.000
OperatingIncomeLoss,,,,,,,,-35320.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,-30039.000,-16866.000,,-42702.000,-270921.000,-657443.000,,,,,,,
OtherCostAndExpenseOperating,5480.000,3112.000,918.000,7266.000,2646.000,1470.000,2412.000,2984.000,10822.000,8595.000,3474.000,1910.000,5713.000,5041.000,3314.000,5424.000,5443.000
OtherGeneralAndAdministrativeExpense,985.000,2500.000,953.000,18692.000,20395.000,6978.000,6663.000,25734.000,11547.000,11884.000,11105.000,10920.000,11289.000,12086.000,11399.000,,
OtherNoncashExpense,,,,,,,,,,,,79167.000,,,,,
PaymentsToAcquireProductiveAssets,,,,,,,,,4100688.000,,,,,,,,
PaymentsToAcquireSoftware,,,,,,,,,4275000.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,27000.000,,,,100000.000,,,,,,,,,
ProceedsFromUnsecuredNotesPayable,,,,,,,,,,,,10335.000,,,,,
ProfessionalAndContractServicesExpense,3000.000,6000.000,7215.000,10281.000,2595.000,,,,,,,,,,,,
ProfessionalFees,1114.000,1066.000,3843.000,16911.000,-2494.000,4532.000,3719.000,7395.000,1904.000,2092.000,411.000,1334.000,5372.000,2496.000,697.000,339.000,2668.000
ProfitLoss,,,,-65481.000,,,,-47017.000,,,,-189211.000,,,,-25752.000,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,10282.000,,,,,,,,90000.000,,,,,
ResearchAndDevelopmentExpense,,,,1122.000,,,,,46362.000,,,,,,,,
StockIssuedDuringPeriodSharesOther,,,,,,,,,,,,500000.000,,,,,
StockIssuedDuringPeriodValueOther,,,,27000.000,,,,100000.000,,,,80000.000,,,,,
TechnologyServicesCosts,,,,,,,,,,,,,60000.000,,,,
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTaxPeriodIncreaseDecrease,,,,,-2281.000,671.000,,4315.000,144039.000,-262169.000,153710.000,10881.000,-21562.000,6955.000,-4395.000,3970.000,-5971.000
TravelAndEntertainmentExpense,,,1045.000,935.000,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,6919661.000,7083694.000,7216661.000,7236441.000,-14289998.000,7931661.000,28278571.000,30806661.000,-42592424.000,31100139.000,31306661.000,32086482.000,-62174145.000,35013838.000,35013838.000
WeightedAverageNumberOfSharesOutstandingBasic,4884362.000,6919661.000,,,,,,,,,,,,,,,
