,2013-04-30,2013-07-31,2014-04-30,2014-07-31,2015-01-31,2015-04-30,2016-01-31,2016-04-30
IncreaseDecreaseInOtherOperatingLiabilities,,,,,0.000,,0.000,
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,,,,59325.000,,20186.000,
InterestExpense,1499076.000,1142212.000,256604.000,262076.000,263977.000,206076.000,148744.000,155458.000
InterestExpenseRelatedParty,20087.000,20764.000,20087.000,20764.000,20764.000,20087.000,21563.000,21875.000
InterestPaid,,,122000.000,136000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,-769319.000,,-16785.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,-769319.000,,-16785.000,
NetCashProvidedByUsedInInvestingActivities,,,,,-447495.000,,-141255.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-447495.000,,-141255.000,
NetCashProvidedByUsedInOperatingActivities,,,,,753382.000,,-343488.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,753382.000,,-343488.000,
NetIncomeLoss,-824616.000,-1089874.000,-248495.000,-587462.000,-467818.000,47897.000,-270372.000,-81250.000
NonoperatingIncomeExpense,-1507793.000,-1145788.000,-70047.000,-278440.000,-263878.000,-290501.000,-156542.000,-156011.000
NumberOfOperatingSegments,3.000,,,,,,,
OperatingIncomeLoss,784604.000,-302078.000,-178448.000,-309022.000,-203940.000,338398.000,-113830.000,74761.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,0.000,0.000,,,,,,
OtherIncome,11370.000,17188.000,206644.000,4400.000,20863.000,-64338.000,,
OtherNonoperatingIncomeExpense,11370.000,17188.000,206644.000,4400.000,20863.000,-64338.000,13765.000,21322.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,0.000,,9199.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,447495.000,112509.000,166796.000,264517.000
ProceedsFromIssuanceOfLongTermDebt,,,,,244744.000,,1045928.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,0.000,,34740.000,
PropertyPlantAndEquipmentAdditions,,,,120900.000,,,,
ProvisionForDoubtfulAccounts,,,,,3843.000,,0.000,
RepaymentsOfLongTermDebt,,,,,1014063.000,,1062713.000,
RepaymentsOfShortTermDebt,,,,,0.000,850000.000,,
RestructuringAndRelatedCostIncurredCost,0.000,43848.000,,,,,,
RestructuringSettlementAndImpairmentProvisions,0.000,43848.000,,,,,,
Revenues,24168782.000,19500849.000,16280405.000,15324533.000,14800260.000,16289108.000,15923372.000,15874770.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,-2385080.000,-1533560.000,-1248125.000,,,,,
SalesRevenueGoodsNet,7024572.000,8065498.000,5364717.000,6675445.000,5411738.000,7170035.000,6877641.000,6538684.000
SalesRevenueNet,21783702.000,17967289.000,15032280.000,15324533.000,14800260.000,16289108.000,15923372.000,15874770.000
SegmentReportingInformationRevenue,21783702.000,17967289.000,15032280.000,,,,,
SellingGeneralAndAdministrativeExpense,5672139.000,4956866.000,4085604.000,4047856.000,3952923.000,3839236.000,3745002.000,3906289.000
WeightedAverageNumberOfDilutedSharesOutstanding,11300000.000,,11300000.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,11300000.000,,11300000.000,11300000.000,11300000.000,11300000.000,11300000.000
WeightedAverageNumberOfSharesOutstandingBasic,11300000.000,,11300000.000,,,,,
