,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
OperatingExpenses,27636000.000,31747000.000,41703000.000,41256000.000,40505000.000,43297000.000,43451000.000
OperatingIncomeLoss,-8573000.000,-10498000.000,-15619000.000,-13281000.000,-10204000.000,-9945000.000,-10470000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,,-20000.000
OtherNoncashExpense,,,,,,,97000.000
OtherNonoperatingIncomeExpense,163000.000,-49000.000,196000.000,-48000.000,36000.000,-293000.000,-115000.000
PaidInKindInterest,,,78000.000,,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,3087000.000,,,,169000.000
PaymentsToAcquireInvestments,,,,,,,7401000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1092000.000,,,,1335000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,,,900000.000
ProceedsFromStockOptionsExercised,,,547000.000,,,,775000.000
ProvisionForDoubtfulAccounts,,,124000.000,,,,316000.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,68000.000,,,,0.000
ResearchAndDevelopmentExpense,8131000.000,9945000.000,12342000.000,12932000.000,11616000.000,11065000.000,11393000.000
Revenues,25790000.000,28312000.000,34796000.000,37268000.000,40339000.000,45034000.000,45245000.000
SalesRevenueNet,25790000.000,28312000.000,34796000.000,37268000.000,40339000.000,45034000.000,45245000.000
SalesRevenueServicesNet,4898000.000,5070000.000,6270000.000,6850000.000,7537000.000,9973000.000,8501000.000
SellingAndMarketingExpense,14457000.000,16265000.000,22768000.000,21680000.000,21284000.000,24792000.000,24810000.000
ShareBasedCompensation,,,5519000.000,,,,4279000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,159444.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,916558.000,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,4.130,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,10.110,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,12.960,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,122284.000,,,,
TemporaryEquityAccretionToRedemptionValueAdjustment,23788000.000,,,,,,
TreasuryStockSharesAcquired,,,,47003.000,,,4975.000
WeightedAverageNumberOfDilutedSharesOutstanding,,33020484.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,12745051.000,,40547669.000,41063613.000,41482173.000,-81844982.000,42016831.000
WeightedAverageNumberOfSharesOutstandingBasic,,33020484.000,,,,,
