,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
OperatingExpenses,,141862.000,189065.000,110067.000,125457.000,191988.000,19070.000,125498.000,149143.000,88975.000,113842.000,95961.000,,10246.000,9109.000,13276.000,-32631.000
OperatingIncomeLoss,-4665.000,-141862.000,-189065.000,-109511.000,-125457.000,-191983.000,-18461.000,-125498.000,-149143.000,-88480.000,-113842.000,-95961.000,2076653.000,-10246.000,-9109.000,-13276.000,-125493.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,1592.000,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,-165741.000,-23951.000,-131119.000,-154746.000,,,,,,,,
OtherNonoperatingExpense,-300.000,,,,,,,,,,,,,,,,
OtherNonoperatingIncome,,,,,,31.000,-8.000,,,,,,,,,,
OtherNonoperatingIncomeExpense,,-83.000,1026.000,-94.000,32.000,-9910.000,,-78.000,,-67.000,-118.000,-122.000,,,,,
OtherOperatingIncomeExpenseNet,,,,,,,-5490.000,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,3171.000,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,64389.000,,22045.000,,81730.000,,,,20000.000,,,,,,,
ProfitLoss,-4965.000,-141945.000,-188039.000,,,-201893.000,-23951.000,-131119.000,-154745.000,-93969.000,-119382.000,-101506.000,2076653.000,-10246.000,-9109.000,-13276.000,-125493.000
Revenues,,,0.000,6104.000,,2261.000,6251.000,,,6795.000,,,,,,,
SalesRevenueNet,,,0.000,6104.000,,2261.000,6251.000,,,6795.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,69703480.000,-139406960.000,69703480.000,69703480.000,69703480.000,-139406960.000,69703480.000,69703480.000,69703480.000,-208413397.000
WeightedAverageNumberOfSharesOutstandingBasic,7112600.000,,,,,,,,,,,,,,,,
