,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2951000.000,,,,-230000.000,,,,-2981000.000,,,,9468000.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,-17173000.000,,,,-3934000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,-17173000.000,,,,-3934000.000
NetCashProvidedByUsedInOperatingActivities,,,-176000.000,,,,-2096000.000,,,,1422000.000,,,,-412000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-176000.000,,,,-2096000.000,,,,1422000.000,,,,-412000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-195240.000,-4456000.000,-3661000.000,-4822000.000,-4331000.000,-5083000.000,-4625000.000,,,-3533000.000,-5674000.000,-5454000.000,-5606000.000,-42370000.000
NonoperatingIncomeExpense,-1126997.000,-1100311.000,-1081000.000,-1060000.000,-1078000.000,-1056000.000,-1008000.000,-1024000.000,-1139000.000,-1278000.000,-1520000.000,-1441000.000,-1383000.000,-1529000.000,-1941000.000
OperatingIncomeLoss,801943.000,914111.000,-3368000.000,-2586000.000,-3740000.000,-3273000.000,-4075000.000,-3588000.000,-1123000.000,1877000.000,-2001000.000,-4208000.000,-4057000.000,-4071000.000,-40406000.000
OtherNonoperatingIncomeExpense,-16340.000,3795.000,-8000.000,1000.000,-15000.000,-6000.000,7000.000,-3000.000,-12000.000,-9000.000,-20000.000,-10000.000,7000.000,14000.000,10000.000
PaymentOfFinancingAndStockIssuanceCosts,,,,,,,,,,,87000.000,,,,2220000.000
PaymentsOfOrdinaryDividends,,,2951000.000,,,,230000.000,,,,1726000.000,,,,
PaymentsOfStockIssuanceCosts,,,,,,,,,,,106000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,12000.000,,,,
ProfitLoss,-352927.000,,,,,,,,-2270000.000,,,,,,
ShareBasedCompensation,,,572000.000,,,,464000.000,,,,963000.000,,,,816000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,,116500.000,,,,116500.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,,,,,,454000.000,,,,774000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,,,14.000,,,,14.000,,,,
