,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
MarketingExpense,,50000.000,10000.000,22000.000,46000.000
NetCashProvidedByUsedInContinuingOperations,-174000.000,-149000.000,,,
NetCashProvidedByUsedInDiscontinuedOperations,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,-414000.000,525000.000,3480000.000,6533000.000,6437000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-414000.000,525000.000,3480000.000,6533000.000,6437000.000
NetCashProvidedByUsedInInvestingActivities,1184000.000,-300000.000,-3941000.000,-7072000.000,-7780000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1184000.000,-300000.000,-3941000.000,-7072000.000,-7780000.000
NetCashProvidedByUsedInOperatingActivities,-174000.000,,297000.000,1322000.000,1568000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-174000.000,,297000.000,1322000.000,1568000.000
NetChangeInterestBearingDepositsDomestic,,,-98000.000,-387000.000,-340000.000
NetIncomeLoss,122000.000,24000.000,293000.000,498000.000,518000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,398000.000,411000.000
NetInterestIncomeLossAfterProvisionForLoanLosses,466000.000,,,,
NoninterestExpense,,415000.000,390000.000,547000.000,1430000.000
NoninterestExpensePrintingAndFulfillment,,,12000.000,12000.000,10000.000
NotesIssued1,2000.000,,,3737000.000,4972000.000
NotesReduction,,,125000.000,,
OtherGeneralAndAdministrativeExpense,,,30000.000,,
OtherNonoperatingIncome,,,,1045000.000,1948000.000
OtherSellingGeneralAndAdministrativeExpense,0.000,,,26000.000,52000.000
PaymentsForProceedsFromLoansAndLeases,,,,6987000.000,7677000.000
PaymentsForProceedsFromOtherInvestingActivities,8000.000,-3000.000,,,
PaymentsForRent,,,,-20000.000,-19000.000
PaymentsOfDebtIssuanceCosts,596000.000,82000.000,68000.000,198000.000,79000.000
PaymentsToAcquireAssetsInvestingActivities,,,,85000.000,566000.000
PaymentsToAcquireNotesReceivable,,,7433000.000,,
PreferredStockDividendsIncomeStatementImpact,,,,100000.000,107000.000
ProceedsFromAdvancesForConstruction,,,,85000.000,566000.000
ProceedsFromCollectionOfNotesReceivable,,,3394000.000,6436000.000,15168000.000
ProceedsFromContributionsFromAffiliates,,,,10000.000,140000.000
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections1,1192000.000,-303000.000,-3941000.000,,
ProceedsFromLoans,,,,885000.000,1813000.000
ProceedsFromRelatedPartyDebt,230000.000,-1108000.000,0.000,,
ProceedsFromSaleOfForeclosedAssets,,,,965000.000,463000.000
ProceedsFromSecuredNotesPayable,,,,5314000.000,8882000.000
ProceedsFromUnsecuredNotesPayable,2000.000,1737000.000,4119000.000,4337000.000,5524000.000
ProvisionForLoanAndLeaseLosses,0.000,0.000,22000.000,59000.000,16000.000
ProvisionForLoanLeaseAndOtherLosses,,,476000.000,707000.000,1225000.000
ProvisionForLoanLossesExpensed,,,-22000.000,17000.000,16000.000
RepaymentsOfMandatoryRedeemableCapitalSecurities,,,,668000.000,2247000.000
RepaymentsOfNotesPayable,0.000,,,668000.000,2247000.000
RepaymentsOfSecuredDebt,,,,1631000.000,5243000.000
RepaymentsOfUnsecuredDebt,,,431000.000,375000.000,
SalariesWagesAndOfficersCompensation,,,,187000.000,816000.000
SellingGeneralAndAdministrativeExpense,344000.000,415000.000,390000.000,547000.000,1319000.000
TravelAndEntertainmentExpense,,,,15000.000,35000.000
