,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,-140000.000,-141000.000
OtherCostAndExpenseOperating,498000.000,1151000.000,-375000.000,699000.000,-1773000.000,926000.000,-249000.000,,,,
PaymentsToAcquireAvailableForSaleSecurities,3279000.000,,,,1674000.000,,,,3532000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,4299000.000,,,,7102000.000,,,,9286000.000,,
ProceedsFromLegalSettlements,,,,,,,300000.000,,,,
ProceedsFromLinesOfCredit,1040900000.000,,,,1437700000.000,,,,1355900000.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,98000.000,,,,311000.000,,,,955000.000,,
ProceedsFromStockOptionsExercised,,,,,35000.000,,,,261000.000,,
RepaymentsOfLinesOfCredit,942400000.000,,,,1366800000.000,,,,1260100000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,237000.000,,,,269000.000,,
RestructuringCharges,,,,,87000.000,75000.000,82000.000,80000.000,,,
Revenues,350983000.000,663762000.000,445170000.000,406963000.000,357468000.000,670752000.000,442708000.000,417088000.000,362615000.000,656449000.000,431029000.000
SalesRevenueNet,350983000.000,663762000.000,445170000.000,406963000.000,357468000.000,670752000.000,442708000.000,417088000.000,362615000.000,656449000.000,431029000.000
SellingGeneralAndAdministrativeExpense,199775000.000,281876000.000,213088000.000,207548000.000,206239000.000,278847000.000,214851000.000,216337000.000,208159000.000,280148000.000,220066000.000
ShareBasedCompensation,677000.000,,,,1060000.000,,,,990000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,32162000.000,37238000.000,32213000.000,-69417000.000,32298000.000,40305000.000,39277000.000,-70922000.000,,45022000.000,45875000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,32736000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,32162000.000,32192000.000,32213000.000,-64371000.000,32298000.000,32426000.000,32480000.000,-64775000.000,,32919000.000,38017000.000
