,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-773723.000,806434.000,649081.000,-539792.000,1723542.000
NetIncomeLoss,-344901.000,635873.000,,,
NonoperatingIncomeExpense,,,,,2024382.000
OperatingIncomeLoss,-284189.000,787903.000,-379178.000,-1344524.000,-259647.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-110680.000,-13675.000,-88472.000,32661.000,-13891.000
OtherExpenses,-60712.000,,,,
OtherIncome,,,,,13528.000
OtherNonoperatingIncomeExpense,,,-2491.000,,
OtherOperatingIncomeExpenseNet,,-102233.000,-2330.000,5969.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,305.000,170796.000
PaymentsToAcquireShortTermInvestments,,,,,629079.000
ProceedsFromDebtNetOfIssuanceCosts,1240000.000,,,,
ProceedsFromLinesOfCredit,,1349800.000,,,
ProceedsFromRepaymentsOfDebt,,-1735900.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,213760.000,
ProfitLoss,,,-381508.000,-1338555.000,1764735.000
PropertyPlantAndEquipmentAdditions,-9104.000,-338990.000,101593.000,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,80317.000,,,
RepaymentsOfDebt,-222287.000,,1403350.000,,
Revenues,1928372.000,6870194.000,2005497.000,209992.000,1144621.000
SalesRevenueNet,1928372.000,6870194.000,2005497.000,209992.000,1131093.000
SellingExpense,533294.000,421129.000,463496.000,85732.000,22281.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,150350000.000,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,776751.000,776837.000,776837.000
WeightedAverageNumberOfSharesOutstandingBasic,300000000.000,,,,
