,2012-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30
LiabilitiesAndStockholdersEquity,,-834799.000,1654086.000,1227406.000,1103591.000,1000389.000,988040.000,1009566.000
LiabilitiesCurrent,,8089205.000,6939371.000,6944931.000,7216986.000,7496593.000,8024110.000,7855263.000
LongTermDebtNoncurrent,,0.000,,,,0.000,,
LongTermNotesPayable,,,0.000,0.000,0.000,,0.000,0.000
NotesPayable,,890657.000,,,,1078167.000,,
NotesPayableCurrent,,890657.000,772258.000,773509.000,855771.000,1078167.000,1235434.000,896805.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,1517020.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,241020.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,271272.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,263364.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,234388.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,227568.000,,
OperatingLossCarryforwards,,2400000.000,,,,,,
PreferredStockValue,,22.000,,,0.000,,,
PrepaidExpenseCurrent,,2250.000,66250.000,43000.000,56552.000,40750.000,0.000,0.000
PropertyPlantAndEquipmentGross,,333319.000,462104.000,465041.000,465041.000,464225.000,464225.000,475487.000
PropertyPlantAndEquipmentNet,,22162.000,202924.000,195658.000,185407.000,174665.000,164724.000,154176.000
RetainedEarningsAccumulatedDeficit,,-24180850.000,-24659863.000,-25105863.000,-25514231.000,-28013077.000,-29486399.000,-32039372.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,1346154.000,,,,,,18747308.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,0.170,,,,,,0.180
StockholdersEquity,,-7254406.000,-5285285.000,-5717525.000,-6113395.000,-6496204.000,-7036070.000,-6845697.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-8924004.000,-5285285.000,-5717525.000,-6113395.000,-6496204.000,-7036070.000,-6845697.000
