,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28
AssetsCurrent,45108000.000,58244000.000,60122000.000,60069000.000,60379000.000,57270000.000,55419000.000,50431000.000,44458000.000,44898000.000,47338000.000,44275000.000,41366000.000,39941000.000,45629000.000
BuildingsAndImprovementsGross,,,,,1963000.000,,,,1963000.000,,,,1962000.000,,
Cash,,,,,28706000.000,,,,14960000.000,,,,9702000.000,,
CashAndCashEquivalentsAtCarryingValue,13863000.000,25739000.000,27003000.000,27113000.000,28706000.000,25397000.000,24641000.000,20807000.000,14960000.000,15421000.000,15908000.000,12176000.000,9702000.000,7129000.000,13072000.000
CommonStockParOrStatedValuePerShare,,,,,0.100,,,,0.100,,,,0.010,,
CommonStockSharesAuthorized,,,,,100000000.000,,,,100000000.000,,,,15000000.000,,
CommonStockSharesIssued,,,,,3209000.000,,,,3260000.000,,,,,,
CommonStockSharesOutstanding,,,,,3209000.000,,,,3260000.000,,,,3535000.000,,
CommonStockValue,315000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,33000.000,33000.000,33000.000,35000.000,35000.000,36000.000,36000.000
DeferredIncomeTaxLiabilities,,,,,8204000.000,,,,9125000.000,,,,9798000.000,,
DeferredTaxAssetsGross,,,,,127472000.000,,,,110168000.000,,,,159847000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,-8118000.000,,,,-9047000.000,,,,-9746000.000,,
DeferredTaxAssetsNet,,,,,86000.000,,,,78000.000,,,,52000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,40240000.000,,,,19055000.000,,,,63466000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,110090000.000,,,,159795000.000,,
DeferredTaxLiabilitiesNoncurrent,7001000.000,7478000.000,7708000.000,7938000.000,8204000.000,8434000.000,8665000.000,8895000.000,9125000.000,9365000.000,9605000.000,9730000.000,9798000.000,9813000.000,9828000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,8204000.000,,,,9125000.000,,,,9798000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,,,,,,,0.049,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,67608000.000,,,,68024000.000,,,,55101000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,13179000.000,,,,13510000.000,,,,12557000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,13389000.000,,,,13410000.000,,,,11817000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,13531000.000,,,,13405000.000,,,,12001000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,13245000.000,,,,13525000.000,,,,12237000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,13558000.000,,,,13199000.000,,,,12372000.000,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,2679000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,1000000.000,,,,1000000.000,,,,800000.000,,
Goodwill,30442000.000,30485000.000,30469000.000,30497000.000,30485000.000,30468000.000,30441000.000,30457000.000,30427000.000,30401000.000,30430000.000,30395000.000,30364000.000,30307000.000,30323000.000
InventoryFinishedGoodsNetOfReserves,,,3751000.000,3483000.000,3560000.000,4380000.000,3887000.000,3391000.000,3447000.000,3825000.000,4111000.000,4222000.000,3664000.000,3613000.000,3827000.000
InventoryNet,13940000.000,14615000.000,13813000.000,14707000.000,14868000.000,16126000.000,14037000.000,13419000.000,13322000.000,13391000.000,13757000.000,14069000.000,13626000.000,14289000.000,14234000.000
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,,,8565000.000,10048000.000,9754000.000,10278000.000,9017000.000,8663000.000,8531000.000,8566000.000,8407000.000,8524000.000,8710000.000,9203000.000,9209000.000
InventoryWorkInProcessNetOfReserves,,,1497000.000,1176000.000,1554000.000,1468000.000,1133000.000,1365000.000,1344000.000,1000000.000,1239000.000,1323000.000,1252000.000,1473000.000,1198000.000
LettersOfCreditOutstandingAmount,,,,,900000.000,,,,800000.000,,,,800000.000,,
LiabilitiesAndStockholdersEquity,84608000.000,98220000.000,100147000.000,99762000.000,98815000.000,95607000.000,93442000.000,87976000.000,81969000.000,82398000.000,84917000.000,81516000.000,78700000.000,77265000.000,83215000.000
LiabilitiesCurrent,18208000.000,17934000.000,18450000.000,18070000.000,18051000.000,16443000.000,15690000.000,14690000.000,15236000.000,13383000.000,16209000.000,15821000.000,17078000.000,13566000.000,15513000.000
MachineryAndEquipmentGross,,,,,20797000.000,,,,21301000.000,,,,21109000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,2390000.000,,,,6751000.000,,,,5981000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,1100000.000,,,,1231000.000,,,,1254000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,45000.000,,,,847000.000,,,,855000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,122000.000,,,,859000.000,,,,850000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,184000.000,,,,938000.000,,,,862000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,939000.000,,,,997000.000,,,,1044000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,0.000,,,,1879000.000,,,,1116000.000,,
OtherAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,1467000.000,,
OtherAssetsNoncurrent,5342000.000,5241000.000,5387000.000,5122000.000,5096000.000,5049000.000,4889000.000,4412000.000,4349000.000,4384000.000,4432000.000,4029000.000,4039000.000,4072000.000,4010000.000
OtherLiabilitiesNoncurrent,1308000.000,1499000.000,1473000.000,1451000.000,1095000.000,1078000.000,1020000.000,1019000.000,911000.000,849000.000,870000.000,852000.000,845000.000,828000.000,780000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,59226000.000,97783000.000,93601000.000,89419000.000,102340000.000,97882000.000,92855000.000,84533000.000,48461000.000,47586000.000,42609000.000,27310000.000,27360000.000,26186000.000,25012000.000
PrepaidExpenseAndOtherAssetsCurrent,752000.000,564000.000,532000.000,756000.000,710000.000,731000.000,461000.000,718000.000,814000.000,842000.000,466000.000,393000.000,801000.000,785000.000,546000.000
ProductWarrantyAccrual,,,,,,,,,,,,,355000.000,,
PropertyPlantAndEquipmentGross,21379000.000,22367000.000,22491000.000,22631000.000,,22886000.000,22916000.000,23092000.000,,23416000.000,23628000.000,22786000.000,,23233000.000,23741000.000
PropertyPlantAndEquipmentNet,3716000.000,4250000.000,4169000.000,4074000.000,2855000.000,2820000.000,2693000.000,2676000.000,2735000.000,2715000.000,2717000.000,2817000.000,2931000.000,2945000.000,3253000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000,262000.000
RetainedEarningsAccumulatedDeficit,-1225000.000,8214000.000,11433000.000,12934000.000,13956000.000,14428000.000,15593000.000,16715000.000,17088000.000,18142000.000,20439000.000,23648000.000,-10175000.000,-7871000.000,-4833000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,206000.000,,,,158000.000,,,,236000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,115000.000,,,,132000.000,,,,119000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,34.910,,,,29.870,,,,20.890,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,18000.000,,,,624000.000,,,,2209000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,174000.000,,,,147000.000,,,,128000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,26.880,,,,28.220,,,,21.390,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,9000.000,,,,486000.000,,,,2119000.000,,
StandardProductWarrantyAccrual,,,712000.000,685000.000,370000.000,359000.000,346000.000,311000.000,379000.000,324000.000,328000.000,377000.000,355000.000,375000.000,343000.000
StockholdersEquity,-1135000.000,-26474000.000,-21085000.000,-17116000.000,-30875000.000,-28230000.000,-24788000.000,-21161000.000,8236000.000,11215000.000,15624000.000,27803000.000,23619000.000,26872000.000,32082000.000
ValuationAllowanceAmount,,,,,127386000.000,,,,,,,,,,
