,2015-01-23,2015-10-30,2016-01-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28
NetCashProvidedByUsedInOperatingActivities,,,,1550000000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,1550000000.000,,,
NetIncomeLoss,-37075000.000,520000000.000,1095000000.000,929000000.000,1115000000.000,821000000.000,1163000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,-4000000.000,-1000000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,520000000.000,1095000000.000,929000000.000,1115000000.000,821000000.000,
NoncontrollingInterestIncreaseFromBusinessCombination,,,,68000000.000,,,
NonoperatingIncomeExpense,,-57000000.000,-9000000.000,-39000000.000,-89000000.000,-46000000.000,-48000000.000
OperatingExpenses,37075000.000,,,,,,
OperatingIncomeLoss,,1300000000.000,1355000000.000,1167000000.000,1385000000.000,1147000000.000,1631000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-33000000.000,-1454000000.000,-350000000.000,-336000000.000,-553000000.000,262000000.000
OtherComprehensiveIncomeLossNetOfTax,0.000,-115000000.000,-1494000000.000,-156000000.000,-304000000.000,-551000000.000,267000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,-22000000.000,-27000000.000,-25000000.000,-19000000.000,-22000000.000,-2000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,-10000000.000,-10000000.000,-2000000.000,-8000000.000,-5000000.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-28000000.000,-6000000.000,54000000.000,53000000.000,95000000.000,-75000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,-13000000.000,-3000000.000,30000000.000,28000000.000,55000000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-76000000.000,-61000000.000,115000000.000,-40000000.000,-115000000.000,78000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,-41000000.000,-34000000.000,52000000.000,-15000000.000,-40000000.000,
OtherNoncashIncomeExpense,,,,85000000.000,,,
PaymentsForLegalSettlements,,,,19000000.000,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,2000000.000,,,
PaymentsForRepurchaseOfCommonStock,,,,1763000000.000,,,
PaymentsOfDividendsCommonStock,,,,599000000.000,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,12000000.000,,,
PaymentsToAcquireInvestments,,,,1044000000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,330000000.000,,,
ProceedsFromContributionsFromAffiliates,,,,0.000,,,
ProceedsFromIssuanceOfLongTermDebt,,,,33000000.000,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,214000000.000,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,57000000.000,,,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,,,,926000000.000,,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,1104000000.000,,,
ProfitLoss,,,,,1111000000.000,820000000.000,
ProvisionForDoubtfulAccounts,,,,9000000.000,,,
RepaymentsOfLongTermDebt,,,,17000000.000,,,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,545000000.000,546000000.000,556000000.000,554000000.000,530000000.000,553000000.000
RestructuringReserveAccrualAdjustment,,,19000000.000,,,,
Revenues,0.000,7058000000.000,6934000000.000,7166000000.000,7345000000.000,7283000000.000,7916000000.000
SalesRevenueNet,0.000,7058000000.000,6934000000.000,7166000000.000,7345000000.000,7283000000.000,7916000000.000
SellingGeneralAndAdministrativeExpense,37075000.000,2343000000.000,2317000000.000,2428000000.000,2416000000.000,2388000000.000,2479000000.000
ShareBasedCompensation,,,,79000000.000,,,
StockRepurchasedAndRetiredDuringPeriodValue,,,,1763000000.000,,,
TaxAdjustmentsSettlementsAndUnusualProvisions,,442000000.000,25000000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,1428800000.000,1422200000.000,1407100000.000,1392500000.000,1383100000.000,-2791300000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,7.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,1412900000.000,1406600000.000,1392200000.000,1380000000.000,1372200000.000,-2765500000.000
