,2015-09-26,2015-12-26,2016-03-26,2016-07-02,2016-10-01,2016-12-31,2017-04-01
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,86888617.000,99670914.000,99731319.000,99901288.000,100047036.000,100124258.000,100332671.000
CommonStockSharesOutstanding,86888617.000,99670914.000,99731319.000,99901288.000,100047036.000,100124258.000,100332671.000
CommonStockValue,900000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,,,,400000.000,400000.000,
DebtAndCapitalLeaseObligations,1497200000.000,1257400000.000,1214100000.000,1145500000.000,1266600000.000,1352800000.000,1314300000.000
DebtInstrumentCarryingAmount,,,,1121000000.000,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,9400000.000,9200000.000,8900000.000,8600000.000
DeferredIncomeTaxLiabilities,,120300000.000,117900000.000,125700000.000,123700000.000,121500000.000,122300000.000
DeferredTaxAssetsGross,,,,44700000.000,,,
DeferredTaxAssetsInventory,,,,6100000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,81100000.000,,,
DeferredTaxAssetsNet,37700000.000,36800000.000,36200000.000,44600000.000,43800000.000,40100000.000,39500000.000
DeferredTaxAssetsNetCurrent,17400000.000,17300000.000,17100000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,5400000.000,,,
DeferredTaxAssetsOther,,,,3300000.000,,,
DeferredTaxAssetsOtherComprehensiveLoss,,,,3700000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,9600000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,8600000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,3700000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,1000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,3300000.000,,,
DeferredTaxAssetsValuationAllowance,,,,100000.000,,,
DeferredTaxLiabilities,118000000.000,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,41200000.000,,,
DeferredTaxLiabilitiesNoncurrent,97700000.000,100800000.000,98800000.000,81100000.000,79900000.000,81400000.000,82800000.000
DeferredTaxLiabilitiesOther,,,,100000.000,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,8900000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,75500000.000,,,
DerivativeAssetFairValueGrossLiability,0.000,,,,,,
DerivativeAssetNotOffsetPolicyElectionDeduction,,,,100000.000,100000.000,500000.000,200000.000
DerivativeAssets,,0.000,0.000,0.000,0.000,5800000.000,6400000.000
DerivativeCollateralObligationToReturnCash,0.000,,,,,,
DerivativeCollateralRightToReclaimCash,0.000,,,,,,
DerivativeFairValueOfDerivativeAsset,,,,100000.000,100000.000,6300000.000,6600000.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,0.000,,,,,,
DerivativeFairValueOfDerivativeLiability,12000000.000,9000000.000,8600000.000,10200000.000,6600000.000,2300000.000,900000.000
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,12000000.000,,,,,,
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,12000000.000,,,,,,
DerivativeLiabilities,,9000000.000,8600000.000,10100000.000,6500000.000,1800000.000,700000.000
DerivativeLiabilitiesCurrent,9000000.000,7800000.000,6600000.000,5300000.000,3800000.000,2200000.000,900000.000
DerivativeLiabilitiesNoncurrent,3000000.000,1200000.000,2000000.000,4900000.000,2800000.000,,
DerivativeLiabilityFairValueGrossAsset,0.000,,,,,,
DerivativeLiabilityNotOffsetPolicyElectionDeduction,,,,100000.000,100000.000,500000.000,200000.000
DerivativeNetLiabilityPositionAggregateFairValue,12000000.000,9000000.000,8600000.000,10100000.000,6500000.000,1800000.000,700000.000
FIFOInventoryAmount,,,,849300000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,473400000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,19600000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,29900000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,12100000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,13300000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,16900000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,18000000.000,,,
FiniteLivedIntangibleAssetsGross,,,,583200000.000,,,
FiniteLivedIntangibleAssetsNet,,,,109800000.000,,,
Goodwill,668300000.000,668600000.000,676200000.000,674000000.000,675300000.000,687500000.000,704100000.000
GuaranteeObligationsMaximumExposure,21200000.000,22100000.000,22300000.000,21000000.000,23800000.000,25300000.000,26400000.000
IndefiniteLivedTradeNames,,,,39500000.000,,,
IntangibleAssetsNetExcludingGoodwill,179800000.000,163500000.000,167400000.000,149300000.000,147700000.000,168300000.000,184400000.000
InventoryAdjustments,,,,6400000.000,,,
InventoryLIFOReserve,,,,4000000.000,,,
InventoryNet,916300000.000,911600000.000,899100000.000,919700000.000,952800000.000,985100000.000,1000200000.000
LIFOInventoryAmount,,,,70400000.000,,,
Liabilities,2899200000.000,2656200000.000,2670300000.000,2652600000.000,2707500000.000,2779300000.000,2865600000.000
LiabilitiesAndStockholdersEquity,3404700000.000,3412300000.000,3440100000.000,3455400000.000,3528100000.000,3632900000.000,3746300000.000
LiabilitiesCurrent,1223000000.000,1213600000.000,1270000000.000,1316700000.000,1252600000.000,1250700000.000,1375100000.000
LitigationReserve,,,,1400000.000,,,
LongTermDebt,1461000000.000,1222100000.000,1179600000.000,1111600000.000,1236500000.000,1304900000.000,1263400000.000
LongTermDebtAndCapitalLeaseObligations,1484800000.000,1245400000.000,1202300000.000,1143100000.000,1264200000.000,1341700000.000,1302500000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,12400000.000,12000000.000,11800000.000,2400000.000,2400000.000,11100000.000,11800000.000
LongTermDebtCurrent,9400000.000,9400000.000,9400000.000,,,5600000.000,5700000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,350000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,0.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,765000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,0.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,0.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,6000000.000,,,
LongTermDebtNoncurrent,1451600000.000,1212700000.000,1170200000.000,1111600000.000,1236500000.000,1299300000.000,1257700000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,451200000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,87600000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,45900000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,60900000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,74400000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,81600000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,100800000.000,,,
OtherAssetsNoncurrent,24700000.000,26600000.000,26900000.000,43300000.000,46200000.000,44700000.000,42800000.000
OtherLiabilitiesNoncurrent,90700000.000,95200000.000,97200000.000,106800000.000,108000000.000,105500000.000,105200000.000
PrepaidExpenseAndOtherAssetsCurrent,30600000.000,33900000.000,39100000.000,40100000.000,34600000.000,32800000.000,34700000.000
PropertyPlantAndEquipmentGross,,,,1101800000.000,,,
PropertyPlantAndEquipmentNet,593300000.000,597700000.000,604300000.000,637000000.000,643900000.000,699800000.000,721600000.000
RestrictedCashAndCashEquivalentsNoncurrent,20200000.000,20200000.000,20200000.000,12900000.000,12900000.000,12900000.000,12900000.000
RetainedEarningsAccumulatedDeficit,-85300000.000,-67800000.000,-58400000.000,-29200000.000,-17500000.000,5400000.000,26200000.000
StockholdersEquity,505500000.000,756100000.000,769800000.000,802800000.000,820600000.000,853600000.000,880700000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,505500000.000,756100000.000,769800000.000,802800000.000,820600000.000,853600000.000,880700000.000
UnrecognizedTaxBenefits,,,,400000.000,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,900000.000,800000.000,800000.000,400000.000,400000.000,500000.000,600000.000
