,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncreaseDecreaseInOtherOperatingAssets,,31000.000,,,,-18000.000,,,,718000.000
IncreaseDecreaseInOtherOperatingLiabilities,,13000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1081000.000,,,,1304000.000,,,,-199000.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,,1200000.000
InterestAndOtherIncome,,153000.000,163000.000,380000.000,,,,,,
InterestIncomeOther,30000.000,,,,,,,,,
InvestmentIncomeAmortizationOfPremium,,358000.000,,,,,,,,
InvestmentIncomeNetAmortizationOfDiscountAndPremium,,,,,,-1286000.000,,,,-301000.000
LicenseCosts,,,,,,4500000.000,,,,4500000.000
NetCashProvidedByUsedInFinancingActivities,,69487000.000,,,,-18000.000,,,,-326000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,69487000.000,,,,-18000.000,,,,-326000.000
NetCashProvidedByUsedInInvestingActivities,,-13433000.000,,,,10861000.000,,,,36822000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-13433000.000,,,,10861000.000,,,,36822000.000
NetCashProvidedByUsedInOperatingActivities,,-6622000.000,,,,-12491000.000,,,,-22034000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-6622000.000,,,,-12491000.000,,,,-22034000.000
NetIncomeLoss,-5919000.000,-9160000.000,-14945000.000,-11868000.000,-21248000.000,-16561000.000,-18880000.000,-25373000.000,-18235000.000,-25654000.000
OperatingExpenses,5949000.000,9311000.000,15108000.000,12259000.000,21770000.000,17061000.000,19485000.000,25942000.000,18754000.000,26161000.000
OperatingIncomeLoss,-5949000.000,-9311000.000,-15108000.000,-12259000.000,-21770000.000,-17061000.000,-19485000.000,-25942000.000,-18754000.000,-26161000.000
OperatingLeasesRentExpenseNet,19867.000,81220.000,98226.000,115063.000,105491.000,300000.000,300000.000,300000.000,300000.000,300000.000
OtherComprehensiveIncomeLossNetOfTax,-11000.000,82000.000,-48000.000,117000.000,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,82000.000,-48000.000,117000.000,-569000.000,569000.000,142000.000,-158000.000,-218000.000,31000.000
OtherNonoperatingIncomeExpense,,,,,,503000.000,605000.000,576000.000,519000.000,509000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,32000.000,,,,326000.000
PaymentsToAcquirePropertyPlantAndEquipment,,5000.000,,,,891000.000,,,,1206000.000
PaymentsToAcquireShortTermInvestments,,54796000.000,,,,130963000.000,,,,51988000.000
ProceedsFromIssuanceOfCommonStock,,69487000.000,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,41368000.000,,,,,,,,63760000.000
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,,,,,142715000.000,,,,
ProceedsFromSaleOfShortTermInvestments,,,,,,,,,,27456000.000
ProceedsFromStockOptionsExercised,,,,,,14000.000,,,,
ProceedsFromStockPlans,,,,,,,,,,0.000
ResearchAndDevelopmentExpense,,,,,,11247000.000,12991000.000,18802000.000,13474000.000,17541000.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,4241000.000,5767000.000,7007000.000,8113000.000,,,,,,
ResearchAndDevelopmentInProcess,,,4500000.000,,,,,,,
ShareBasedCompensation,,,,,,4724000.000,,,,5347000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,10000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,31703.000,,,,113286.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,690699.000,,,,325900.000,,,,155100.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,14.070,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,11.190,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,18.790,,,,30.790
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,24.960,,,,20.730,,,,14.890
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,,,,,2700000.000,,,,4200000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,,1.000,,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,1244.000,,,,0.000
UnrealizedGainLossOnInvestments,-11000.000,,,,,,,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,,,,300000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1410507.000,21918467.000,24224000.000,27674821000.000,-27695380133.000,28541896.000,28665000.000,28801000.000,-57275896.000,29056000.000
