SEC ID,Report date,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,ComprehensiveIncomeNetOfTax,EarningsPerShareDiluted,Goodwill,Liabilities,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,Revenues,WeightedAverageNumberOfDilutedSharesOutstanding
887936,2016-12-31,2225368000.000,783171000.000,216158000.000,43636000.000,2.050,1180001000.000,1018010000.000,378455000.000,-125310000.000,-30132000.000,233488000.000,142156000.000,61856000.000,1810394000.000,41709000.000
70487,2016-12-31,120624000.000,47065000.000,33021000.000,20887000.000,,57861000.000,37818000.000,31514000.000,-32502000.000,-3750000.000,26843000.000,31197000.000,11806000.000,109384000.000,
946486,2016-12-31,9699000.000,7194000.000,,,-4.740,,38529000.000,13391000.000,,,,-38036000.000,1054000.000,2042000.000,8328000.000
1069258,2016-12-25,948600000.000,373100000.000,69100000.000,-60800000.000,-0.990,485400000.000,672200000.000,196500000.000,63100000.000,-13900000.000,-12400000.000,-18600000.000,49800000.000,668700000.000,61300000.000
1393631,2013-12-31,87412976.000,52386145.000,17404201.000,,,141568726.000,77197846.000,68491765.000,4585217.000,3245704.000,9210108.000,,5837806.000,74423658.000,
1377013,2015-12-31,49277000000.000,2459000000.000,1170000000.000,1754000000.000,6.440,3139000000.000,40278000000.000,3949000000.000,-1731000000.000,-4345000000.000,6539000000.000,4239000000.000,16945000000.000,23697000000.000,285900000.000
814549,2016-12-31,803755000.000,209869000.000,114118000.000,90448000.000,2.860,441404000.000,365119000.000,89712000.000,-4078000.000,-20739000.000,83748000.000,100281000.000,37061000.000,298294000.000,32863000.000
36146,2016-12-31,13352333000.000,,327706000.000,108007000.000,1.600,366156000.000,11832125000.000,,552192000.000,-649664000.000,147427000.000,,184987000.000,,67784000.000
764038,2016-12-31,8900592000.000,,374448000.000,96942000.000,4.180,338340000.000,7766004000.000,,231562000.000,-690919000.000,138011000.000,,183510000.000,,24219000.000
1610853,2016-03-31,4040722.000,4040722.000,2643937.000,-6909570.000,-0.120,,4056914.000,2331154.000,9691336.000,378000.000,-7937412.000,-9317394.000,,,67026545.000
1582554,2016-12-31,9816341.000,4565488.000,4105451.000,,,1336488.000,2666380.000,1444793.000,6997177.000,0.000,-6118723.000,-8257133.000,356143.000,0.000,
1459188,2011-12-31,1574013.000,1536772.000,495.000,,,,1384541.000,1384541.000,2367577.000,-36788.000,-2341934.000,-2653972.000,31807.000,775155.000,
1005409,2016-12-31,6005430000.000,,113503000.000,75376000.000,1.970,55638000.000,5439562000.000,,882942000.000,-853652000.000,20059000.000,,18405000.000,,36764086.000
1622057,2017-03-31,899760.000,129806.000,129806.000,,0.050,,165999.000,165999.000,325300.000,,-768844.000,1427422.000,,3000000.000,23678346.000
1175108,2011-12-31,277044000.000,125751000.000,30473000.000,,,,,59117000.000,-14648000.000,-53295000.000,35370000.000,45741000.000,104871000.000,483791000.000,
1276477,2011-12-31,121889000.000,46912000.000,5330000.000,,,,118592000.000,43857000.000,-14425000.000,-2415000.000,19534000.000,10879000.000,67069000.000,225203000.000,
937834,2016-12-31,432561000000.000,,5714000000.000,2198000000.000,,,405584000000.000,,-1079000000.000,-3662000000.000,5804000000.000,,,36490000000.000,
927761,2016-12-31,,,,,,,,,,,,,,,
860131,2016-12-31,1954442.000,1922067.000,480609.000,,-0.060,,2782165.000,2782165.000,,-2906.000,365022.000,-1232074.000,19764.000,30691.000,19920325.000
1329799,2014-12-31,3094866000.000,,,45683000.000,1.180,,2792162000.000,,715638000.000,-808514000.000,74067000.000,,4026000.000,,29101000.000
77877,2016-12-31,4485842000.000,399825000.000,244100000.000,,-5.010,62041000.000,1863088000.000,270578000.000,1266113000.000,-1509126000.000,486263000.000,-332114000.000,4008266000.000,382915000.000,49052000.000
1040130,2017-03-31,112809000.000,81785000.000,58730000.000,23819000.000,1.170,,19443000.000,18355000.000,-15509000.000,-10604000.000,47204000.000,37483000.000,30164000.000,,20378000.000
1320729,2013-06-30,12369529.000,9176192.000,2130.000,,,,11173471.000,10197223.000,817715.000,,-786758.000,-1152033.000,6335.000,60219864.000,
1484565,2016-12-31,5564852.000,3801294.000,2725996.000,,,817465.000,2129655.000,1707378.000,10768133.000,-38680.000,,-13610115.000,102560.000,1450788.000,
1077688,2017-01-29,318696000.000,211917000.000,39792000.000,25634000.000,2.180,23187000.000,120769000.000,64060000.000,42691000.000,-88061000.000,31240000.000,39220000.000,25803000.000,,11563000.000
1140184,2013-12-31,,,,,,,,,,,,41806000.000,6902000.000,666847000.000,
1361937,2016-12-31,1606770000.000,52301000.000,5557000.000,,,,,59176000.000,-38967000.000,-9766000.000,33875000.000,-217050000.000,,184894000.000,
1426800,2016-12-31,98118606.000,53574664.000,28575085.000,-44040746.000,,12638136.000,18240605.000,7120954.000,152640.000,36196574.000,-34881655.000,-45278461.000,214687.000,,
1269879,2013-12-31,98169.000,71324.000,7231.000,,,,1172335.000,1172335.000,224540.000,-19900.000,-235797.000,,26845.000,227525.000,
889331,2016-12-31,1491194000.000,612081000.000,275124000.000,75580000.000,4.600,403544000.000,676263000.000,187541000.000,284196000.000,-511243000.000,180133000.000,130644000.000,217175000.000,1056159000.000,22727000.000
1034669,2012-12-31,181024000.000,60861000.000,20403000.000,11826000.000,1.470,13293000.000,57889000.000,23872000.000,-155225000.000,22976000.000,9635000.000,22766000.000,39155000.000,168204000.000,8948000.000
1270400,2012-12-31,,,,,,,,,,,,,,,330800000.000
1020214,2016-12-31,103476000.000,94105000.000,22560000.000,-70092000.000,-0.620,1316000.000,45689000.000,26888000.000,24567000.000,-19924000.000,-53529000.000,-61447000.000,2985000.000,39275000.000,101826000.000
95552,2016-12-25,542756000.000,254081000.000,57786000.000,18169000.000,1.620,,,85964000.000,-37327000.000,-35038000.000,78491000.000,54602000.000,227403000.000,732677000.000,25539000.000
1501268,2016-12-31,,,,,,,199091.000,199091.000,,,-15550.000,,,,
1040570,2011-12-31,1334585000.000,278680000.000,188738000.000,,2.060,68130000.000,827298000.000,111943000.000,-2978000.000,-274425000.000,182908000.000,98174000.000,48065000.000,356407000.000,22788000.000
1269022,2014-12-31,922918.000,21807.000,140.000,,,,876856.000,,178451.000,,-178511.000,-1147115.000,,,
1416729,2012-12-31,178236.000,69107.000,15512.000,,,,4683774.000,4310905.000,-4741292.000,-120000.000,4001917.000,-2241864.000,105279.000,,
1502777,2012-08-31,116937.000,102594.000,15381.000,,,,15968730.000,341181.000,391726.000,0.000,-376345.000,-1489926.000,,227187.000,
1549848,2016-12-31,529310000.000,84200000.000,4314000.000,,-1.640,0.000,236428000.000,30162000.000,146324000.000,-126420000.000,-26644000.000,-67792000.000,416950000.000,204430000.000,
911109,2016-12-31,2004894000.000,,4137000.000,10363000.000,1.060,703558000.000,1269280000.000,,-44853000.000,-88153000.000,136244000.000,113103000.000,149197000.000,508622000.000,44390000.000
1546381,2016-12-31,135980000.000,,7800000.000,-25509000.000,,13691000.000,123292000.000,,6462000.000,-1428000.000,-1484000.000,-3705000.000,1336000.000,,
931058,2013-12-31,1216850000.000,179933000.000,12525000.000,167971000.000,2.840,203528000.000,1114878000.000,91509000.000,56621000.000,-139370000.000,48967000.000,89944000.000,221078000.000,652363000.000,55639000.000
1287701,2014-12-31,1500000000.000,,200069000.000,52648000.000,0.410,3840000.000,577090000.000,,595171000.000,-471174000.000,32787000.000,,,107940000.000,107750340.000
883107,2016-12-31,4842000.000,3427000.000,1779000.000,,,,,1297000.000,910000.000,-165000.000,-241000.000,-1268000.000,1395000.000,10783000.000,
1084869,2016-07-03,506514000.000,166659000.000,27826000.000,37040000.000,0.550,77667000.000,263928000.000,120861000.000,-23849000.000,-33938000.000,57673000.000,43282000.000,171362000.000,1173024000.000,67083000.000
1443157,2013-12-31,276572.000,99560.000,0.000,,,,5951049.000,2985414.000,1899590.000,-40114.000,-2026296.000,,170812.000,348494.000,
1145765,2016-12-31,230758101.000,,18864248.000,,,,7593373.000,,,,,-13163377.000,,,
1487952,2016-12-31,270510000.000,155874000.000,58452000.000,-812000.000,0.480,18717000.000,98953000.000,36922000.000,2852000.000,-16848000.000,11420000.000,10711000.000,55285000.000,224929000.000,13419000.000
1321732,2016-12-31,308254000.000,263827000.000,13236000.000,12241000.000,0.440,,41707000.000,35800000.000,7126000.000,687000.000,-12807000.000,-1350000.000,21464000.000,263317000.000,33478078.000
1579717,2014-05-31,6023.000,,23.000,,,,26107.000,,43752.000,,-45306.000,,,,
1069157,2016-12-31,34788840000.000,,1878503000.000,398472000.000,2.970,469433000.000,31361099000.000,,1680360000.000,-1792660000.000,641856000.000,,159923000.000,,145172000.000
1126956,2016-09-30,6077400000.000,569600000.000,5200000.000,142000000.000,3.240,1164900000.000,,1161300000.000,275800000.000,-612700000.000,328300000.000,282300000.000,13700000.000,,44300000.000
72316,2012-12-31,51005388.000,2742150.000,11863.000,,-0.090,,68969297.000,60741827.000,79230.000,-43697.000,-141728.000,-5470057.000,42986428.000,8141816.000,114944800.000
1230634,2016-03-23,,,,,,,,,,,,,,,
1374310,2016-12-31,476615000.000,235045000.000,97298000.000,186882000.000,2.270,26468000.000,146069000.000,89843000.000,-150132000.000,-84386000.000,229563000.000,298200000.000,55935000.000,656946000.000,81432000.000
1223112,2012-12-31,75749000.000,25291000.000,9737000.000,,,,55886000.000,49397000.000,-12240000.000,-13944000.000,-4958000.000,-8428000.000,44611000.000,212523000.000,10013000.000
1511863,2011-12-31,125.000,,,,,,,93109.000,47150.000,,-47525.000,-44051.000,,,
1560443,2014-12-31,377465000.000,60238000.000,5504000.000,,,9315000.000,166151000.000,56225000.000,52957000.000,-99653000.000,44909000.000,-50030000.000,68886000.000,165643000.000,
1451929,2015-09-30,1838730.000,43677.000,43635.000,-2943078.000,,,,621315.000,341300.000,-102053.000,-201612.000,,,,
73605,2016-06-30,2796606.000,1620382.000,69621.000,,,,3191897.000,1520296.000,-296613.000,-9565.000,320757.000,-555438.000,1056700.000,4532172.000,
1598924,2016-12-31,49328.000,,,-50613034.000,-0.130,,35675.000,,89466.000,,89466.000,-9466267.000,,,395000000.000
1094058,2011-12-31,2696000.000,1163000.000,603000.000,,,,,4042000.000,3651000.000,-34000.000,-3482000.000,-4345000.000,598000.000,22063000.000,
1022652,2016-12-31,158716000.000,68447000.000,9894000.000,-53470000.000,,34428000.000,176443000.000,62377000.000,-1291000.000,5035000.000,-6579000.000,-45004000.000,8392000.000,243555000.000,
1474627,2012-12-31,38282939.000,32692977.000,3505330.000,3615038.000,0.700,,4214643.000,3840477.000,792709.000,-2726507.000,1704876.000,4387360.000,2895523.000,21370325.000,4601907.000
1392902,2016-12-31,573653.000,2523.000,2523.000,,,,149013.000,149013.000,237500.000,,-235802.000,,221130.000,,
1421636,2016-12-31,299473.000,,138812.000,,,,17300.000,,,-140.000,-47510.000,-52999.000,,,
6494,2016-12-31,3709601.000,3330846.000,2955129.000,,-0.020,,2337635.000,927482.000,-512549.000,392820.000,-2517696.000,-1243242.000,63611.000,3582441.000,64785439.000
1555492,2015-03-29,359136000.000,75416000.000,36362000.000,,,95412000.000,381739000.000,57849000.000,-3010000.000,-33467000.000,14039000.000,-23722000.000,148293000.000,,
1388180,2016-12-31,2508031.000,2375353.000,479380.000,-409964.000,,,2308056.000,2293979.000,-6312.000,-5859.000,3033.000,-289661.000,132678.000,1258760.000,
1517248,2012-12-31,241249.000,151645.000,24786.000,,0.000,,1119982.000,1009572.000,142807.000,-6000.000,-154672.000,,76904.000,659628.000,
33213,2016-12-31,15472922000.000,1828219000.000,1103540000.000,-497319000.000,-2.710,,6353675000.000,804640000.000,1399469000.000,-2961481000.000,1064320000.000,-278300000.000,13162216000.000,,166978000.000
1161582,2016-12-31,534576.000,532686.000,,,,0.000,,7241486.000,1255000.000,0.000,-1212292.000,-2808892.000,1890.000,1231281.000,
1130888,2012-12-31,15045636.000,8042127.000,,,,,19570647.000,10171121.000,-1144206.000,-318305.000,1402802.000,-1808580.000,5511426.000,66440789.000,241564.000
1065696,2016-12-31,8303199000.000,3567594000.000,227400000.000,302270000.000,1.500,3054769000.000,,1210785000.000,1225737000.000,-1709928000.000,635014000.000,763398000.000,811576000.000,8584031000.000,309784000.000
719274,2017-03-25,9074000.000,7638000.000,1421000.000,,-0.160,,7354000.000,7018000.000,-663000.000,809000.000,-56000.000,-2344000.000,528000.000,16267000.000,9550000.000
1364954,2016-12-31,290652000.000,111373000.000,77329000.000,-42249000.000,,116239000.000,68713000.000,64330000.000,-8675000.000,-5963000.000,24938000.000,-40070000.000,35305000.000,254090000.000,
1395317,2016-12-31,2050438000.000,389123000.000,35212000.000,-300541000.000,,855626000.000,2814287000.000,204377000.000,38815000.000,-50482000.000,-1220000.000,-121055000.000,128019000.000,,
48732,2016-12-31,10211000000.000,979000000.000,341000000.000,277000000.000,,,,908000000.000,-69000000.000,-964000000.000,1110000000.000,627000000.000,7397000000.000,3059000000.000,
1389217,2014-12-31,1479216.000,897981.000,485761.000,,,,,842013.000,1147336.000,-442497.000,-1520010.000,-1876555.000,562609.000,,
1582718,2014-07-31,19457.000,19457.000,,,,,39335.000,39335.000,,-11392.000,,,,,
1455819,2014-09-30,824104.000,583262.000,48370.000,,,,3802237.000,619400.000,1284825.000,-257020.000,-980003.000,-1198021.000,,841724.000,2831829.000
93389,2016-12-31,768697000.000,514848000.000,19796000.000,55876000.000,2.620,67231000.000,327669000.000,283841000.000,-7756000.000,-88018000.000,97805000.000,98067000.000,78499000.000,,23082578.000
1070494,2016-12-31,561153000.000,547897000.000,163620000.000,-271298000.000,,,42742000.000,42585000.000,533812000.000,-261924000.000,-210408000.000,-272815000.000,3081000.000,17331000.000,
875159,2016-12-31,58434102000.000,,3426988000.000,469898000.000,1.560,1213524000.000,45473423000.000,,-1424610000.000,737767000.000,915337000.000,,,10546086000.000,282758000.000
1210294,2014-12-27,16197388.000,5088016.000,1196362.000,-13274216.000,,,23469286.000,5084506.000,11209216.000,-1469660.000,-9850168.000,-14255694.000,10013412.000,4196277.000,
1269021,2016-12-31,343436000.000,328928000.000,188480000.000,-268905000.000,,,150747000.000,65664000.000,57741000.000,140706000.000,-196455000.000,-269585000.000,6143000.000,,
1593204,2016-10-31,21207.000,315.000,315.000,,,,1415.000,,,852.000,-3042.000,-3028.000,20892.000,41630.000,
1434316,2016-12-31,95048000.000,93323000.000,88609000.000,,,,,15187000.000,57737000.000,-4114000.000,-29823000.000,-31963000.000,1579000.000,,
740670,2014-02-01,1801000000.000,1273000000.000,234000000.000,258000000.000,,94000000.000,3802000000.000,834000000.000,-178000000.000,-112000000.000,468000000.000,611000000.000,358000000.000,,
1107332,2013-12-31,434401000.000,283748000.000,92530000.000,-296872000.000,,,,103761000.000,-4622000.000,126131000.000,-217387000.000,-243027000.000,125168000.000,283746000.000,
1058290,2016-12-31,14262000000.000,8600000000.000,2034000000.000,1545000000.000,2.550,2554000000.000,3534000000.000,2418000000.000,-719000000.000,-963000000.000,1621000000.000,2289000000.000,1311000000.000,13487000000.000,610000000.000
75439,2016-12-31,17770000.000,5344000.000,108000.000,-2196000.000,,4658000.000,9747000.000,7347000.000,700000.000,-115000.000,-1091000.000,-1661000.000,1557000.000,9238000.000,
1582086,2016-12-31,204700000.000,,4700000.000,14300000.000,,,21400000.000,,-31800000.000,0.000,30400000.000,,,42600000.000,
1347613,2016-12-31,89852000.000,88916000.000,82387000.000,,,,52311000.000,29430000.000,100687000.000,49800000.000,-129753000.000,-145286000.000,593000.000,0.000,
1412665,2016-12-31,3079575000.000,,,15850000.000,1.780,64654000.000,2774119000.000,,81532000.000,-123585000.000,38184000.000,,75043000.000,,11456324.000
759718,2012-12-31,828045000.000,,149154000.000,19927000.000,0.860,,693739000.000,,-49858000.000,92750000.000,5226000.000,,7113000.000,,14416.000
1220606,2013-12-31,36695835.000,22146899.000,6966884.000,8085514.000,,,590951.000,,-14175665.000,3744053.000,15593447.000,,,8849232.000,
788611,2016-12-31,1869369.000,909924.000,398391.000,,,,892331.000,799125.000,900000.000,-79104.000,-1962314.000,,564933.000,966422.000,
1049502,2016-12-31,2212242000.000,998769000.000,228623000.000,85433000.000,1.940,588585000.000,970450000.000,237300000.000,554260000.000,-726986000.000,180098000.000,157267000.000,174559000.000,1295342000.000,54051000.000
924642,2015-12-31,12000.000,12000.000,,,,,14524000.000,14524000.000,1134000.000,,-1211000.000,-6391000.000,,,
1355304,2015-02-28,12662143.000,2844235.000,2348121.000,,,1907529.000,11236455.000,10297588.000,-245042.000,784267.000,1107148.000,-293379.000,1542642.000,7501943.000,
1036500,2014-03-31,29928.000,,17011.000,,,,1322527.000,,,14246.000,-24853.000,-241023.000,,,
107687,2016-08-27,390718000.000,280589000.000,85583000.000,58745000.000,1.680,1228000.000,122359000.000,92949000.000,-14010000.000,-23392000.000,52746000.000,65741000.000,55931000.000,975226000.000,27033000.000
1001250,2016-06-30,9223300000.000,4225100000.000,914100000.000,951300000.000,2.960,1227800000.000,5636000000.000,2680500000.000,-604900000.000,-1269300000.000,1788700000.000,1610300000.000,1583300000.000,11262300000.000,376600000.000
1451433,2015-09-30,,,,,,,,,,,,,,,
1017907,2016-12-31,400074000.000,,,-31457000.000,-0.710,29384000.000,327586000.000,,68000.000,16654000.000,-13628000.000,,4213000.000,389623000.000,41085000.000
910638,2016-12-31,849153000.000,432950000.000,184947000.000,-52096000.000,,181230000.000,213581000.000,130405000.000,-3926000.000,-21882000.000,56902000.000,-38420000.000,79978000.000,632965000.000,
318673,2016-12-31,854004671.000,,38987430.000,15043684.000,0.940,2765570.000,725825117.000,,10664656.000,-55590914.000,43860446.000,,8791522.000,307208416.000,15127204.000
1003410,2016-12-31,6772002000.000,,12639000.000,,0.880,,3278709000.000,,-484933000.000,24904000.000,450135000.000,476981000.000,,902244000.000,357076000.000
1108236,2016-12-31,651450000.000,,27589000.000,4845000.000,0.940,16321000.000,567600000.000,,11215000.000,-17218000.000,9865000.000,,1362000.000,,6783.000
1478726,2016-09-30,1438389236.000,,91849499.000,,0.790,29793756.000,1235239700.000,,57029485.000,-3784927.000,8261716.000,,28078591.000,,14983344.000
1109357,2016-12-31,114904000000.000,12412000000.000,635000000.000,1098000000.000,1.220,6677000000.000,87292000000.000,13457000000.000,1191000000.000,-15503000000.000,8445000000.000,3112000000.000,71555000000.000,31360000000.000,927000000.000
920760,2015-11-30,14419509000.000,,1158445000.000,802803000.000,3.460,,8469437000.000,,394670000.000,-98393000.000,-419646000.000,1425860000.000,115557000.000,9474008000.000,230812000.000
77597,2012-11-03,544633000.000,284226000.000,1092000.000,1101000.000,0.080,47466000.000,364648000.000,203661000.000,-24235000.000,-19813000.000,44273000.000,15613000.000,197373000.000,1149355000.000,30896000.000
1620928,2016-12-31,1399217000.000,42494000.000,21834000.000,,,494580000.000,216811000.000,21622000.000,581207000.000,-721087000.000,154117000.000,126942000.000,805027000.000,201623000.000,
1476278,2013-12-31,48951444.000,5464780.000,0.000,,,,32283814.000,10183814.000,2395846.000,-296313.000,-2099533.000,,,2056307.000,
4447,2016-12-31,28621000000.000,4276000000.000,2732000000.000,-6172000000.000,-19.920,375000000.000,13030000000.000,2251000000.000,1311000000.000,-2090000000.000,795000000.000,,23595000000.000,4844000000.000,309900000.000
313927,2016-12-31,4354100000.000,756800000.000,187800000.000,,1.750,1444100000.000,2376200000.000,1001900000.000,-439600000.000,-354600000.000,655300000.000,724200000.000,588600000.000,,262100000.000
1639947,2016-12-31,2812368000.000,,15813000.000,133219000.000,1.460,123884000.000,1647180000.000,,-265062000.000,14660000.000,249220000.000,,,347904000.000,83689000.000
1001385,2016-12-31,241555000.000,112180000.000,21829000.000,-9208000.000,-0.970,,32342000.000,18555000.000,-1654000.000,11655000.000,1519000.000,-13533000.000,118101000.000,156256000.000,9588000.000
1587246,2016-12-31,167512000.000,66217000.000,26693000.000,,,56903000.000,148124000.000,11924000.000,-21289000.000,-1330000.000,24819000.000,-1764000.000,14619000.000,297997000.000,
1548953,2014-01-31,165.000,,165.000,,,,13799.000,,5250.000,,-28018.000,-30018.000,,984.000,
852437,2015-06-30,46764000.000,19923000.000,2762000.000,1159000.000,0.050,16544000.000,33847000.000,19072000.000,-13300000.000,130000.000,6984000.000,7480000.000,1053000.000,86699000.000,40569340.000
897448,2016-12-31,166999000.000,146326000.000,98251000.000,,-0.410,,176057000.000,76249000.000,63126000.000,-21000.000,-71815000.000,-65626000.000,78000.000,130084000.000,211874000.000
1364397,2016-12-31,20147000.000,4685000.000,3617000.000,,,,10253000.000,2321000.000,4235000.000,-1825000.000,-1309000.000,-1244000.000,,,
1382134,2011-12-31,19646490.000,,20390.000,,-0.800,,5824084.000,,-2781992.000,4083523.000,-1312220.000,,16107.000,6300000.000,2021725.000
1449278,2015-12-31,258733000.000,247090000.000,83439000.000,-13773000.000,,,128557000.000,126024000.000,64057000.000,-6697000.000,-20471000.000,-10835000.000,8585000.000,,
1103025,2011-12-31,13647000.000,8792000.000,2153000.000,918000.000,,,13218000.000,11306000.000,-3964000.000,-160000.000,3799000.000,2277000.000,4003000.000,49368000.000,18696.000
99780,2016-12-31,9125300000.000,,563400000.000,345500000.000,2.250,754100000.000,4814200000.000,,-290100000.000,-1022700000.000,1090200000.000,742200000.000,5966800000.000,4590600000.000,148600000.000
1095146,2013-12-31,0.000,0.000,,,,,1413682.000,1413682.000,18233.000,0.000,-18233.000,-96784.000,,0.000,
1564822,2016-12-25,6739645000.000,1150515000.000,353076000.000,218936000.000,1.790,2163156000.000,4790703000.000,571696000.000,771264000.000,-1086415000.000,487504000.000,479645000.000,723345000.000,3127938000.000,
886982,2016-12-31,860165000000.000,,121711000000.000,6595000000.000,16.290,3666000000.000,773272000000.000,,13432000000.000,9270000000.000,5570000000.000,,,,435100000.000
859368,2011-12-31,1451959000.000,551154000.000,42823000.000,,1.880,202627000.000,619976000.000,574797000.000,-113692000.000,-234010000.000,172124000.000,183371000.000,25081000.000,721126000.000,66823000.000
1364250,2016-12-31,7613705000.000,,112927000.000,109838000.000,0.554,,4599634000.000,,1037849000.000,-1366169000.000,339449000.000,220817000.000,1093000.000,742551000.000,153190000.000
1436229,2016-12-31,98071.000,95267.000,95068.000,,,,,45348638.000,411767.000,387225.000,-828459.000,-1456284.000,,355212.000,
1507615,2016-12-31,5860000000.000,938000000.000,688000000.000,,,117000000.000,4318000000.000,212000000.000,492000000.000,-318000000.000,498000000.000,487000000.000,3444000000.000,1220000000.000,
1510295,2016-12-31,44413000000.000,10401000000.000,887000000.000,1258000000.000,2.210,3587000000.000,23210000000.000,7146000000.000,-1285000000.000,-2941000000.000,3986000000.000,2378000000.000,25765000000.000,,530000000.000
1504937,2013-12-31,60067.000,60067.000,8317.000,,,,320312.000,,250000.000,-52418.000,-1001936.000,-3123984.000,,,
1172052,2016-12-31,1758246000.000,,20052000.000,63964000.000,4.270,,1087520000.000,,-42014000.000,-84252000.000,98824000.000,,8946000.000,819822000.000,15032263.000
31986,2011-12-31,3556000000.000,114000000.000,0.000,72000000.000,,,,223000000.000,-103000000.000,-118000000.000,221000000.000,180000000.000,2468000000.000,509000000.000,
1127993,2016-12-31,4552458.000,44908.000,20112.000,,,,6669173.000,2017468.000,90837.000,-88038.000,,-237232.000,4467664.000,1087411.000,218725516.000
1497645,2016-12-31,1718505000.000,,34694000.000,108494000.000,1.000,,705035000.000,,21876000.000,-154443000.000,137935000.000,82487000.000,,473935000.000,87343000.000
71508,2016-12-31,45904434000.000,3684268000.000,1187844000.000,-627540000.000,-3.260,377172000.000,37619440000.000,3200096000.000,688232000.000,-3850048000.000,2998699000.000,-886465000.000,233641000.000,,
1610418,2016-12-31,918557000.000,31036000.000,6421000.000,,,,193296000.000,26296000.000,-108557000.000,-45328000.000,160089000.000,,878560000.000,239211000.000,
733076,2016-12-31,199273000000.000,,1888000000.000,-3163000000.000,,0.000,189556000000.000,,-5316000000.000,2532000000.000,3289000000.000,,,1180000000.000,
1404644,2016-12-31,154380000.000,103485000.000,32301000.000,-36881000.000,,,9716000.000,9519000.000,71112000.000,-48058000.000,-30226000.000,,849000.000,,
890926,2016-12-31,5863174000.000,,52149000.000,314335000.000,1.370,,2990888000.000,,-203269000.000,-176058000.000,381724000.000,,70665000.000,1238452000.000,229258000.000
890923,2013-09-30,352865000.000,142821000.000,32291000.000,-5563000.000,0.150,,45649000.000,19583000.000,-3182000.000,-13951000.000,19589000.000,8097000.000,209621000.000,140451000.000,34623325.000
1446806,2016-12-31,114131272.000,,19452937.000,,,,38073974.000,,-40353264.000,51842325.000,-1317168.000,,20583746.000,21950386.000,
1089143,2016-06-30,28190000.000,18958000.000,11967000.000,,0.890,2083000.000,13195000.000,12597000.000,-12008000.000,-2011000.000,8732000.000,12370000.000,2839000.000,60954000.000,8545000.000
1423586,2016-11-30,,,,,,,,235002.000,35670.000,,-35670.000,-890430.000,,,
1489588,2016-12-31,537442.000,288493.000,12022.000,,,,2182209.000,1661799.000,442452.000,-2800.000,-435489.000,-1535394.000,64562.000,1086971.000,
1488613,2016-12-31,214035000.000,168921000.000,63617000.000,-113028000.000,,,,40651000.000,333000.000,12688000.000,-67167000.000,-113816000.000,41486000.000,116865000.000,
1085706,2014-12-31,2997572000.000,,42832000.000,33725000.000,1.460,,2732049000.000,,181777000.000,-221652000.000,37711000.000,,75182000.000,,14414000.000
215419,2015-12-27,657870000.000,340932000.000,124289000.000,-31758000.000,-0.610,164110000.000,383078000.000,175322000.000,-21062000.000,-17380000.000,37495000.000,-15401000.000,75864000.000,587157000.000,42739000.000
1507986,2016-12-31,187210000.000,109633000.000,12584000.000,,,48978000.000,120157000.000,104615000.000,7083000.000,-1623000.000,1530000.000,-8088000.000,2125000.000,56330000.000,
1556508,2016-12-31,9420142.000,5571894.000,46812.000,,,1446855.000,,3563996.000,500047.000,198475.000,-881592.000,-336933.000,1677682.000,16166777.000,47113130.000
1042074,2016-12-31,19359000.000,18528000.000,10495000.000,-26651000.000,-1.140,,15422000.000,9311000.000,-986000.000,27128000.000,-23353000.000,-25586000.000,77000.000,,23447003.000
1517709,2013-04-30,0.000,,,,,,19894.000,19894.000,16263.000,,-26228.000,,,,
1468174,2016-12-31,7749000000.000,1139000000.000,482000000.000,157000000.000,1.520,125000000.000,3841000000.000,924000000.000,-96000000.000,-380000000.000,489000000.000,,4270000000.000,4429000000.000,133939331.000
808326,2016-09-30,127211000.000,111216000.000,63905000.000,7998000.000,0.310,,19894000.000,18259000.000,-38254000.000,-4416000.000,-5552000.000,2939000.000,12213000.000,91998000.000,26518000.000
752714,2016-12-31,1128276000.000,,852000.000,38263000.000,1.600,27808000.000,733989000.000,,-81830000.000,-60180000.000,141761000.000,79259000.000,112190000.000,424080000.000,23976000.000
1265888,2016-12-31,2098712000.000,342181000.000,45773000.000,168765000.000,3.040,1168982000.000,1177411000.000,363642000.000,-321890000.000,-57535000.000,335469000.000,292022000.000,145821000.000,,55516000.000
1308711,2016-12-31,254845000.000,,19086000.000,-20384000.000,,,169050000.000,,-12269000.000,11947000.000,-1338000.000,,3668000.000,54364000.000,
1359841,2016-12-31,6907734000.000,3298420000.000,460245000.000,498324000.000,1.400,1098540000.000,5683820000.000,1602922000.000,511054000.000,-966641000.000,605607000.000,775649000.000,692464000.000,6028199000.000,384566000.000
1422143,2016-12-31,69821000.000,68810000.000,9725000.000,-27491000.000,,,12945000.000,5451000.000,7453000.000,12178000.000,-25349000.000,,40000.000,,
1520874,2012-12-31,828599.000,3438.000,2035.000,,,,1855425.000,215228.000,9039.000,,-13082.000,-136316.000,822861.000,,
